,Adjusted Cap Hit,Age,Base Salary,Cap Percentage,Performance Bonus,Player,Position,Signing Bonus,Team,Total Cap Hit,Total Salary
20,"$492,751 ",21,"$695,000",0.78,"$137,500",John Gibson,G,"$92,500",Anaheim Ducks 2014-2015 Salary Cap ,"$492,751 ","$787,500"
21,"$473,692 ",21,"$550,000",0.75,"$282,500",Jaycob Megna,D,"$92,500",Anaheim Ducks 2014-2015 Salary Cap ,"$473,692 ","$642,500"
22,"$343,145 ",22,"$832,500",0.54,-,Josh Manson,D,"$92,500",Anaheim Ducks 2014-2015 Salary Cap ,"$343,145 ","$925,000"
23,"$261,290 ",23,"$810,000",0.41,-,Chris Wagner,C,"$90,000",Anaheim Ducks 2014-2015 Salary Cap ,"$261,290 ","$900,000"
24,"$233,737 ",22,"$233,736",0.37,"$425,000",Jiri Sekac,LW,-,Anaheim Ducks 2014-2015 Salary Cap ,"$233,737 ","$233,736"
25,"$213,709 ",34,"$750,000",0.34,-,Jason LaBarbera,G,-,Anaheim Ducks 2014-2015 Salary Cap ,"$213,709 ","$213,709"
26,"$198,387 ",23,"$198,387",0.31,-,Simon Despres,D,-,Anaheim Ducks 2014-2015 Salary Cap ,"$198,387 ","$198,387"
27,"$173,589 ",26,"$850,000",0.28,-,Korbinian Holzer,D,-,Anaheim Ducks 2014-2015 Salary Cap ,"$173,589 ","$173,589"
28,"$159,140 ",19,-,0.25,-,Shea Theodore,D,"$92,500",Anaheim Ducks 2014-2015 Salary Cap ,"$159,140 ","$240,664"
29,"$148,790 ",28,"$1,100,000",0.24,-,Mark Fistric,D,-,Anaheim Ducks 2014-2015 Salary Cap ,"$863,844 ","$1,100,000"
30,"$23,208 ",21,"$832,500",0.04,"$212,500",Stefan Noesen,RW,-,Anaheim Ducks 2014-2015 Salary Cap ,"$23,208 ","$832,500"
31,"$15,883 ",22,"$525,000",0.03,-,Michael Sgarbossa,C,-,Anaheim Ducks 2014-2015 Salary Cap ,"$15,883 ","$15,441"
32,"$12,527 ",21,"$832,500",0.02,-,Max Friberg,LW,"$92,500",Anaheim Ducks 2014-2015 Salary Cap ,"$12,527 ","$925,000"
33,- ,21,"$550,000",0.00,-,Andrew O'Brien,D,"$60,000",Anaheim Ducks 2014-2015 Salary Cap ,- ,"$60,000"
34,"$5,666,667 ",32,"$6,000,000",11.00,-,Mike Smith,G,-,Arizona Coyotes 2014-2015 Salary Cap ,"$5,666,667 ","$6,000,000"
35,"$5,500,000 ",23,"$4,000,000",10.68,-,Oliver Ekman-Larsson,D,-,Arizona Coyotes 2014-2015 Salary Cap ,"$5,500,000 ","$4,000,000"
36,"$5,300,000 ",37,"$5,050,000",10.29,-,Shane Doan,RW,-,Arizona Coyotes 2014-2015 Salary Cap ,"$5,300,000 ","$5,050,000"
37,"$4,500,000 ",33,"$2,250,000",8.74,-,Martin Erat,RW,-,Arizona Coyotes 2014-2015 Salary Cap ,"$4,500,000 ","$2,250,000"
38,"$3,200,000 ",25,"$3,400,000",6.21,-,Sam Gagner,C,-,Arizona Coyotes 2014-2015 Salary Cap ,"$4,800,000 ","$3,400,000"
39,"$3,100,000 ",27,"$3,250,000",6.02,-,Martin Hanzal,C,-,Arizona Coyotes 2014-2015 Salary Cap ,"$3,100,000 ","$3,250,000"
40,"$2,550,000 ",24,"$2,550,000",4.95,-,Mikkel Boedker,LW,-,Arizona Coyotes 2014-2015 Salary Cap ,"$2,550,000 ","$2,550,000"
41,"$2,500,000 ",28,"$2,300,000",4.85,-,Lauri Korpikoski,LW,-,Arizona Coyotes 2014-2015 Salary Cap ,"$2,500,000 ","$2,300,000"
42,"$1,313,333 ",21,"$832,500",2.55,"$450,000",Connor Murphy,D,-,Arizona Coyotes 2014-2015 Salary Cap ,"$1,313,333 ","$1,282,500"
43,"$1,150,000 ",24,"$1,200,000",2.23,-,Michael Stone,D,-,Arizona Coyotes 2014-2015 Salary Cap ,"$1,150,000 ","$1,200,000"
44,"$1,150,000 ",29,"$1,150,000",2.23,-,Brandon Crombeen,RW,-,Arizona Coyotes 2014-2015 Salary Cap ,"$1,150,000 ","$1,150,000"
45,"$1,116,667 ",29,"$950,000",2.17,-,Joe Vitale,C,-,Arizona Coyotes 2014-2015 Salary Cap ,"$1,116,667 ","$950,000"
46,"$875,000 ",28,"$875,000",1.70,-,Kyle Chipchura,C,-,Arizona Coyotes 2014-2015 Salary Cap ,"$875,000 ","$875,000"
47,"$821,138 ",21,"$750,000",1.59,"$82,500",Tobias Rieder,RW,"$92,500",Arizona Coyotes 2014-2015 Salary Cap ,"$821,138 ","$925,000"
48,"$800,000 ",32,"$800,000",1.55,-,David Moss,RW,-,Arizona Coyotes 2014-2015 Salary Cap ,"$800,000 ","$800,000"
49,"$227,688 ",26,"$550,000",0.44,-,Andrew Campbell,D,-,Arizona Coyotes 2014-2015 Salary Cap ,"$227,688 ","$550,000"
50,"$193,548 ",26,"$193,548",0.38,-,Mark Arcobello,C,-,Arizona Coyotes 2014-2015 Salary Cap ,"$193,548 ","$193,548"
51,"$192,127 ",23,"$192,127",0.37,-,John Moore,D,-,Arizona Coyotes 2014-2015 Salary Cap ,"$192,127 ","$192,127"
52,"$132,258 ",24,"$132,258",0.26,-,Craig Cunningham,LW,-,Arizona Coyotes 2014-2015 Salary Cap ,"$132,258 ","$132,258"
53,"$132,258 ",24,"$132,258",0.26,-,Tye McGinn,LW,-,Arizona Coyotes 2014-2015 Salary Cap ,"$132,258 ","$132,258"
54,"$67,742 ",23,"$625,000",0.13,-,Jordan Szwarz,RW,-,Arizona Coyotes 2014-2015 Salary Cap ,"$67,742 ","$67,204"
55,"$7,000,000 ",27,"$7,500,000",10.58,-,Tuukka Rask,G,-,Boston Bruins 2014-2015 Salary Cap ,"$7,000,000 ","$7,500,000"
56,"$6,916,667 ",37,"$7,000,000",10.46,-,Zdeno Chara,D,-,Boston Bruins 2014-2015 Salary Cap ,"$6,916,667 ","$7,000,000"
57,"$6,875,000 ",29,"$8,750,000",10.39,-,Patrice Bergeron,C,-,Boston Bruins 2014-2015 Salary Cap ,"$6,875,000 ","$8,750,000"
58,"$6,000,000 ",26,"$6,000,000",9.07,-,Milan Lucic,LW,-,Boston Bruins 2014-2015 Salary Cap ,"$6,000,000 ","$6,000,000"
59,"$5,250,000 ",28,"$5,250,000",7.94,-,David Krejci,C,-,Boston Bruins 2014-2015 Salary Cap ,"$5,250,000 ","$5,250,000"
60,"$4,500,000 ",26,"$4,500,000",6.80,-,Brad Marchand,LW,-,Boston Bruins 2014-2015 Salary Cap ,"$4,500,000 ","$4,500,000"
61,"$4,250,000 ",29,"$4,500,000",6.43,-,Loui Eriksson,RW,-,Boston Bruins 2014-2015 Salary Cap ,"$4,250,000 ","$4,500,000"
62,"$4,027,143 ",37,"$1,500,000",6.09,-,Marc Savard,C,-,Boston Bruins 2014-2015 Salary Cap ,"$4,027,143 ","$1,500,000"
63,"$4,000,000 ",33,"$4,000,000",6.05,-,Dennis Seidenberg,D,-,Boston Bruins 2014-2015 Salary Cap ,"$4,000,000 ","$4,000,000"
64,"$3,000,000 ",33,"$3,500,000",4.54,-,Chris Kelly,C,-,Boston Bruins 2014-2015 Salary Cap ,"$3,000,000 ","$3,500,000"
65,"$1,744,167 ",21,"$832,500",2.64,"$850,000",Dougie Hamilton,D,-,Boston Bruins 2014-2015 Salary Cap ,"$1,744,167 ","$1,682,500"
66,"$1,600,000 ",30,"$1,700,000",2.42,-,Gregory Campbell,C,-,Boston Bruins 2014-2015 Salary Cap ,"$1,600,000 ","$1,700,000"
67,"$1,566,667 ",27,"$1,800,000",2.37,-,Adam McQuaid,D,-,Boston Bruins 2014-2015 Salary Cap ,"$1,566,667 ","$1,800,000"
68,"$1,400,000 ",23,"$1,400,000",2.12,-,Torey Krug,D,-,Boston Bruins 2014-2015 Salary Cap ,"$1,400,000 ","$1,400,000"
69,"$1,400,000 ",23,"$1,400,000",2.12,-,Reilly Smith,RW,-,Boston Bruins 2014-2015 Salary Cap ,"$1,400,000 ","$1,400,000"
70,"$1,300,000 ",30,"$1,300,000",1.97,-,Daniel Paille,LW,-,Boston Bruins 2014-2015 Salary Cap ,"$1,300,000 ","$1,300,000"
71,"$1,250,000 ",26,"$1,250,000",1.89,-,Matt Bartkowski,D,-,Boston Bruins 2014-2015 Salary Cap ,"$1,250,000 ","$1,250,000"
72,"$1,008,334 ",28,"$1,000,000",1.52,-,Carl Soderberg,C,-,Boston Bruins 2014-2015 Salary Cap ,"$1,008,334 ","$1,000,000"
73,"$800,000 ",26,"$750,000",1.21,-,Kevan Miller,D,-,Boston Bruins 2014-2015 Salary Cap ,"$800,000 ","$750,000"
74,"$198,387 ",30,"$275,537",0.30,-,Maxime Talbot,C,-,Boston Bruins 2014-2015 Salary Cap ,"$1,800,000 ","$275,537"
75,"$187,476 ",22,"$187,825",0.28,-,Brett Connolly,RW,-,Boston Bruins 2014-2015 Salary Cap ,"$187,476 ","$187,476"
76,"$135,484 ",24,"$600,000",0.20,-,David Warsofsky,D,-,Boston Bruins 2014-2015 Salary Cap ,"$135,484 ","$135,484"
77,"$5,000,000 ",30,"$3,000,000",8.67,-,Matt Moulson,LW,"$3,000,000",Buffalo Sabres 2014-2015 Salary Cap ,"$5,000,000 ","$6,000,000"
78,"$4,600,000 ",24,"$5,300,000",7.98,-,Tyler Ennis,C,"$2,000,000",Buffalo Sabres 2014-2015 Salary Cap ,"$4,600,000 ","$7,300,000"
79,"$4,250,000 ",35,"$4,000,000",7.37,-,Brian Gionta,RW,"$1,250,000",Buffalo Sabres 2014-2015 Salary Cap ,"$4,250,000 ","$5,250,000"
80,"$4,250,000 ",24,"$3,500,000",7.37,-,Cody Hodgson,C,-,Buffalo Sabres 2014-2015 Salary Cap ,"$4,250,000 ","$3,500,000"
81,"$4,125,000 ",28,"$4,125,000",7.15,-,Andrej Meszaros,D,-,Buffalo Sabres 2014-2015 Salary Cap ,"$4,125,000 ","$4,125,000"
82,"$3,900,000 ",30,"$3,900,000",6.76,-,Josh Gorges,D,-,Buffalo Sabres 2014-2015 Salary Cap ,"$3,900,000 ","$3,900,000"
83,"$1,875,000 ",26,"$1,500,000",3.25,-,Marcus Foligno,LW,-,Buffalo Sabres 2014-2015 Salary Cap ,"$1,875,000 ","$1,500,000"
84,"$1,693,548 ",23,"$1,693,548",2.94,-,Evander Kane,LW,-,Buffalo Sabres 2014-2015 Salary Cap ,"$1,693,548 ","$1,693,548"
85,"$1,666,667 ",26,"$1,500,000",2.89,-,Mike Weber,D,-,Buffalo Sabres 2014-2015 Salary Cap ,"$1,666,667 ","$1,500,000"
86,"$1,658,986 ",24,"$1,658,986",2.88,-,Zach Bogosian,D,-,Buffalo Sabres 2014-2015 Salary Cap ,"$1,658,986 ","$1,658,986"
87,"$1,500,000 ",31,"$2,000,000",2.60,-,Cody McCormick,C,-,Buffalo Sabres 2014-2015 Salary Cap ,"$1,500,000 ","$2,000,000"
88,"$1,250,000 ",28,"$1,250,000",2.17,-,Patrick Kaleta,RW,-,Buffalo Sabres 2014-2015 Salary Cap ,"$1,250,000 ","$1,250,000"
89,"$1,137,500 ",19,"$832,500",1.97,"$212,500",Rasmus Ristolainen,D,"$92,500",Buffalo Sabres 2014-2015 Salary Cap ,"$1,137,500 ","$1,137,500"
90,"$1,106,667 ",20,"$900,000",1.92,"$212,500",Zemgus Girgensons,C,"$92,500",Buffalo Sabres 2014-2015 Salary Cap ,"$1,106,667 ","$1,205,000"
91,"$1,106,667 ",19,"$832,500",1.92,"$212,500",Nikita Zadorov,D,"$92,500",Buffalo Sabres 2014-2015 Salary Cap ,"$1,106,667 ","$1,137,500"
92,"$800,000 ",30,"$800,000",1.39,-,Andre Benoit,D,-,Buffalo Sabres 2014-2015 Salary Cap ,"$800,000 ","$800,000"
93,"$650,000 ",29,"$650,000",1.13,-,Tyson Strachan,D,-,Buffalo Sabres 2014-2015 Salary Cap ,"$650,000 ","$650,000"
94,"$637,500 ",23,"$625,000",1.11,-,Nicolas Deslauriers,LW,-,Buffalo Sabres 2014-2015 Salary Cap ,"$637,500 ","$625,000"
95,"$298,387 ",26,"$298,387",0.52,-,Anders Lindback,G,-,Buffalo Sabres 2014-2015 Salary Cap ,"$298,387 ","$298,387"
96,"$286,559 ",28,"$220,430",0.50,-,Chad Johnson,G,-,Buffalo Sabres 2014-2015 Salary Cap ,"$286,559 ","$220,430"
97,"$242,473 ",33,"$550,000",0.42,-,Matt Ellis,LW,-,Buffalo Sabres 2014-2015 Salary Cap ,"$242,473 ","$550,000"
98,"$187,476 ",23,"$850,500",0.33,-,Jerry D'Amigo,LW,-,Buffalo Sabres 2014-2015 Salary Cap ,"$187,476 ","$187,476"
99,"$184,409 ",24,"$700,000",0.32,-,Zac Dalpe,C,-,Buffalo Sabres 2014-2015 Salary Cap ,"$184,409 ","$184,409"
100,- ,19,"$640,000",0.00,-,William Carrier,LW,"$90,000",Buffalo Sabres 2014-2015 Salary Cap ,- ,"$90,000"
101,"$5,250,000 ",31,"$5,000,000",8.93,-,Dennis Wideman,D,-,Calgary Flames 2014-2015 Salary Cap ,"$5,250,000 ","$5,000,000"
102,"$4,500,000 ",32,"$4,500,000",7.66,-,Jonas Hiller,G,-,Calgary Flames 2014-2015 Salary Cap ,"$4,500,000 ","$4,500,000"
103,"$4,000,000 ",30,"$4,000,000",6.81,-,Jiri Hudler,LW,-,Calgary Flames 2014-2015 Salary Cap ,"$4,000,000 ","$4,000,000"
104,"$4,000,000 ",30,"$4,000,000",6.81,-,David Jones,RW,-,Calgary Flames 2014-2015 Salary Cap ,"$4,000,000 ","$4,000,000"
105,"$3,500,000 ",28,"$3,250,000",5.96,-,Ladislav Smid,D,-,Calgary Flames 2014-2015 Salary Cap ,"$3,500,000 ","$3,250,000"
106,"$3,150,000 ",29,"$3,150,000",5.36,-,Mason Raymond,LW,-,Calgary Flames 2014-2015 Salary Cap ,"$3,150,000 ","$3,150,000"
107,"$3,125,000 ",30,"$3,375,000",5.32,-,Matt Stajan,C,"$250,000",Calgary Flames 2014-2015 Salary Cap ,"$3,125,000 ","$3,625,000"
108,"$2,916,666 ",32,"$2,750,000",4.96,-,Deryk Engelland,D,"$250,000",Calgary Flames 2014-2015 Salary Cap ,"$2,916,666 ","$3,000,000"
109,"$2,750,000 ",28,"$2,750,000",4.68,-,Karri Ramo,G,-,Calgary Flames 2014-2015 Salary Cap ,"$2,750,000 ","$2,750,000"
110,"$2,600,000 ",27,"$2,600,000",4.42,-,Kris Russell,D,-,Calgary Flames 2014-2015 Salary Cap ,"$2,600,000 ","$2,600,000"
111,"$2,125,000 ",24,"$2,500,000",3.62,-,T.J. Brodie,D,-,Calgary Flames 2014-2015 Salary Cap ,"$2,125,000 ","$2,500,000"
112,"$1,775,000 ",21,"$832,500",3.02,"$850,000",Johnny Gaudreau,LW,"$92,500",Calgary Flames 2014-2015 Salary Cap ,"$1,775,000 ","$1,775,000"
113,"$1,775,000 ",19,"$832,500",3.02,"$850,000",Sean Monahan,C,"$92,500",Calgary Flames 2014-2015 Salary Cap ,"$1,775,000 ","$1,775,000"
114,"$1,500,000 ",25,"$1,500,000",2.55,-,Mikael Backlund,C,-,Calgary Flames 2014-2015 Salary Cap ,"$1,500,000 ","$1,500,000"
115,"$1,275,000 ",24,"$1,275,000",2.17,-,Joe Colborne,C,-,Calgary Flames 2014-2015 Salary Cap ,"$1,275,000 ","$1,275,000"
116,"$1,250,000 ",27,"$1,150,000",2.13,-,Brandon Bollig,LW,"$150,000",Calgary Flames 2014-2015 Salary Cap ,"$1,250,000 ","$1,300,000"
117,"$925,000 ",20,"$832,500",1.57,-,Jon Gillies,G,"$92,500",Calgary Flames 2014-2015 Salary Cap ,"$925,000 ","$925,000"
118,"$885,215 ",24,"$832,500",1.51,-,Josh Jooris,C,"$92,500",Calgary Flames 2014-2015 Salary Cap ,"$885,215 ","$925,000"
119,"$775,000 ",24,"$775,000",1.32,-,Lance Bouma,C,-,Calgary Flames 2014-2015 Salary Cap ,"$775,000 ","$775,000"
120,"$716,129 ",18,"$832,500",1.22,"$2,300,000",Sam Bennett,C,"$92,500",Calgary Flames 2014-2015 Salary Cap ,"$716,129 ","$925,000"
121,"$700,000 ",28,"$700,000",1.19,-,Raphael Diaz,D,-,Calgary Flames 2014-2015 Salary Cap ,"$700,000 ","$700,000"
122,"$600,000 ",25,"$600,000",1.02,-,Paul Byron,C,-,Calgary Flames 2014-2015 Salary Cap ,"$600,000 ","$600,000"
123,"$576,167 ",21,"$675,000",0.98,"$64,500",Markus Granlund,C,"$92,500",Calgary Flames 2014-2015 Salary Cap ,"$576,167 ","$832,000"
124,"$413,978 ",30,"$700,000",0.70,-,Corey Potter,D,-,Calgary Flames 2014-2015 Salary Cap ,"$413,978 ","$413,978"
125,"$315,179 ",22,"$600,000",0.54,"$22,500",Michael Ferland,LW,-,Calgary Flames 2014-2015 Salary Cap ,"$315,179 ","$315,179"
126,"$268,145 ",27,"$1,275,000",0.46,-,David Schlemko,D,-,Calgary Flames 2014-2015 Salary Cap ,"$268,145 ","$268,145"
127,"$253,629 ",19,-,0.43,-,Emile Poirier,RW,"$92,500",Calgary Flames 2014-2015 Salary Cap ,"$253,629 ","$328,637"
128,"$232,258 ",23,"$810,000",0.40,"$200,000",Drew Shore,C,"$90,000",Calgary Flames 2014-2015 Salary Cap ,"$232,258 ","$299,032"
129,"$121,263 ",25,"$775,000",0.21,"$57,500",David Wolf,RW,"$92,500",Calgary Flames 2014-2015 Salary Cap ,"$121,263 ","$200,832"
130,"$109,409 ",21,"$832,500",0.19,-,Tyler Wotherspoon,D,"$92,500",Calgary Flames 2014-2015 Salary Cap ,"$109,409 ","$190,968"
131,"$54,839 ",23,"$600,000",0.09,-,Joni Ortio,G,-,Calgary Flames 2014-2015 Salary Cap ,"$54,839 ","$54,839"
132,"$39,892 ",22,"$600,000",0.07,"$210,000",Max Reinhart,C,-,Calgary Flames 2014-2015 Salary Cap ,"$39,892 ","$39,892"
133,"$7,419 ",23,"$6,451",0.01,"$210,000",John Ramage,D,"$90,000",Calgary Flames 2014-2015 Salary Cap ,"$7,419 ","$96,451"
134,"$7,060 ",20,"$550,000",0.01,"$215,000",Brett Kulak,D,"$85,000",Calgary Flames 2014-2015 Salary Cap ,"$7,060 ","$90,913"
135,"$8,250,000 ",29,"$9,250,000",12.97,-,Eric Staal,C,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$8,250,000 ","$9,250,000"
136,"$7,000,000 ",30,"$7,000,000",11.01,-,Alexander Semin,RW,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$7,000,000 ","$7,000,000"
137,"$6,300,000 ",30,"$6,700,000",9.90,-,Cam Ward,G,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$6,300,000 ","$6,700,000"
138,"$6,000,000 ",26,"$6,000,000",9.43,-,Jordan Staal,C,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$6,000,000 ","$6,000,000"
139,"$5,725,000 ",22,"$6,000,000",9.00,-,Jeff Skinner,LW,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$5,725,000 ","$6,000,000"
140,"$4,833,333 ",22,"$2,500,000",7.60,-,Justin Faulk,D,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$4,833,333 ","$2,500,000"
141,"$3,875,000 ",33,"$4,250,000",6.09,-,John-Michael Liles,D,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$3,875,000 ","$4,250,000"
142,"$2,833,333 ",33,"$3,000,000",4.45,-,Ron Hainsey,D,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$2,833,333 ","$3,000,000"
143,"$2,250,000 ",28,"$2,250,000",3.54,-,Anton Khudobin,G,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$2,250,000 ","$2,250,000"
144,"$1,750,000 ",27,"$1,500,000",2.75,-,Nathan Gerbe,LW,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$1,750,000 ","$1,500,000"
145,"$1,137,500 ",19,"$832,500",1.79,"$212,500",Elias Lindholm,C,"$92,500",Carolina Hurricanes 2014-2015 Salary Cap ,"$1,137,500 ","$1,137,500"
146,"$1,000,000 ",31,"$1,000,000",1.57,-,Jay McClement,C,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$1,000,000 ","$1,000,000"
147,"$900,000 ",31,"$900,000",1.41,-,Pat Dwyer,RW,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$900,000 ","$900,000"
148,"$763,333 ",21,"$650,000",1.20,"$82,500",Victor Rask,C,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$763,333 ","$732,500"
149,"$650,000 ",25,"$600,000",1.02,-,Brad Malone,LW,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$650,000 ","$600,000"
150,"$600,000 ",26,"$600,000",0.94,-,Brett Bellemore,D,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$600,000 ","$600,000"
151,"$600,000 ",25,"$600,000",0.94,-,Chris Terry,RW,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$600,000 ","$600,000"
152,"$575,000 ",25,"$600,000",0.90,-,Riley Nash,C,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$575,000 ","$600,000"
153,"$543,065 ",21,"$832,500",0.85,"$450,000",Ryan Murphy,D,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$543,065 ","$523,670"
154,"$422,850 ",23,"$422,850",0.66,-,Andrej Nestrasil,C,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$422,850 ","$422,850"
155,"$295,699 ",24,"$550,000",0.46,-,Michal Jordan,D,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$295,699 ","$295,699"
156,"$161,827 ",28,"$161,827",0.25,-,Jack Hillen,D,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$161,827 ","$161,827"
157,"$126,747 ",23,"$575,000",0.20,-,Rasmus Rissanen,D,-,Carolina Hurricanes 2014-2015 Salary Cap ,"$126,747 ","$126,747"
158,"$6,300,000 ",25,"$6,500,000",8.91,-,Patrick Kane,RW,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$6,300,000 ","$6,500,000"
159,"$6,300,000 ",26,"$6,500,000",8.91,-,Jonathan Toews,C,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$6,300,000 ","$6,500,000"
160,"$6,000,000 ",29,"$5,000,000",8.49,-,Corey Crawford,G,"$1,500,000",Chicago Blackhawks 2014-2015 Salary Cap ,"$6,000,000 ","$6,500,000"
161,"$5,900,000 ",32,"$4,500,000",8.35,-,Patrick Sharp,LW,"$2,000,000",Chicago Blackhawks 2014-2015 Salary Cap ,"$5,900,000 ","$6,500,000"
162,"$5,800,000 ",29,"$5,000,000",8.21,-,Brent Seabrook,D,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$5,800,000 ","$5,000,000"
163,"$5,538,462 ",31,"$7,600,000",7.84,-,Duncan Keith,D,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$5,538,462 ","$7,600,000"
164,"$5,275,000 ",35,"$7,900,000",7.46,-,Marian Hossa,RW,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$5,275,000 ","$7,900,000"
165,"$4,100,000 ",27,"$3,200,000",5.80,-,Niklas Hjalmarsson,D,"$1,000,000",Chicago Blackhawks 2014-2015 Salary Cap ,"$4,100,000 ","$4,200,000"
166,"$4,000,000 ",28,"$4,000,000",5.66,-,Bryan Bickell,LW,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$4,000,000 ","$4,000,000"
167,"$3,375,000 ",32,"$2,825,000",4.77,-,John Oduya,D,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$3,375,000 ","$2,825,000"
168,"$2,200,000 ",28,"$4,700,000",3.11,-,Kris Versteeg,LW,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$4,400,000 ","$4,700,000"
169,"$2,200,000 ",36,"$1,750,000",3.11,-,Michal Rozsival,D,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$2,200,000 ","$1,750,000"
170,"$2,000,000 ",34,"$2,000,000",2.83,-,Brad Richards,C,-,Chicago Blackhawks 2014-2015 Salary Cap ,"$2,000,000 ","$2,000,000"
171,"$2,000,000 ",23,"$1,000,000",2.83,-,Andrew Shaw,C,"$500,000",Chicago Blackhawks 2014-2015 Salary Cap ,"$2,000,000 ","$1,500,000"
