,Age,Assists,Defensive Point Shares,ES Assists,ES Blocks,ES Face-Off Losses,ES Face-Off Pct,ES Face-Off Wins,ES Goals,ES Hits,GW Goals,Games Played,Goals,Offenisve Point Shares,PP Assists,PP Goals,Penalty Minutes,Player,Plus Minus,Point Shares,Points,Position,SH Assists,SH Goals,Shooting Perecentage,Shots,Team,Time on Ice,Time on Ice Avg
158,36,7,0.4,5,15,148,50.3,150,4,5,0,28,4,0.6,2,0,6,Brendan Morrison,-1,1.1,11,C,0,0,12.1,33,Calgary Flames,385,13:45
159,20,8,0.9,8,20,258,41.5,183,3,28,1,61,3,-0.2,0,0,14,Roman Horak,3,0.8,11,C,0,0,5.7,53,Calgary Flames,622,10:12
160,27,9,1.7,5,55,0,,0,2,27,1,47,2,0.6,4,0,12,Derek Smith,-1,2.4,11,D,0,0,4.5,44,Calgary Flames,749,15:56
161,27,8,1.3,6,48,0,,0,1,17,1,32,2,0.8,2,1,6,Anton Babchuk,2,2.1,10,D,0,0,4.2,48,Calgary Flames,464,14:29
162,30,7,0.4,7,24,127,42.3,93,2,43,0,32,2,0.0,0,0,12,Dave Moss,-3,0.4,9,LW,0,0,2.4,82,Calgary Flames,448,14:01
163,30,6,0.0,6,16,19,44.1,15,1,160,0,75,1,-1.0,0,0,94,Tim Jackman,-21,-1.1,7,RW,0,0,1.0,103,Calgary Flames,684,9:07
164,33,6,2.5,6,60,0,,0,1,144,0,62,1,-0.3,0,0,66,Cory Sarich,1,2.3,7,D,0,0,2.8,36,Calgary Flames,999,16:07
165,22,2,0.4,2,2,14,36.4,8,3,26,1,22,3,0.3,0,0,2,Paul Byron,3,0.7,5,C,0,0,23.1,13,Calgary Flames,225,10:14
166,32,3,0.3,3,2,2,33.3,1,0,3,1,8,1,0.2,0,1,2,Niklas Hagman,3,0.5,4,LW,0,0,7.1,14,Calgary Flames,113,14:11
167,25,3,0.5,2,24,134,43.0,101,1,25,1,21,1,-0.3,1,0,8,Blair Jones,2,0.2,4,C,0,0,2.7,37,Calgary Flames,303,14:25
168,19,0,0.2,0,0,0,,0,3,5,0,5,3,0.5,0,0,4,Sven Baertschi,2,0.7,3,LW,0,0,30.0,10,Calgary Flames,56,11:08
169,22,1,0.2,1,0,0,,0,2,6,0,2,2,0.5,0,0,12,Akim Aliu,3,0.7,3,RW,0,0,66.7,3,Calgary Flames,22,11:02
170,21,2,0.1,2,26,11,50.0,11,1,45,0,27,1,-0.3,0,0,11,Lance Bouma,-5,-0.2,3,C,0,0,3.8,26,Calgary Flames,274,10:10
171,30,1,0.1,1,0,13,56.7,17,0,13,0,13,0,-0.3,0,0,2,Krys Kolanos,-1,-0.1,1,C,0,0,0.0,29,Calgary Flames,128,9:51
172,26,0,-0.1,0,1,0,,0,0,0,0,2,0,0.0,0,0,0,Brett Carson,-2,-0.1,0,D,0,0,0.0,1,Calgary Flames,23,11:22
173,26,0,0.1,0,2,1,50.0,1,0,16,0,10,0,-0.1,0,0,25,Guillaume Desbiens,-1,0.0,0,D,0,0,0.0,2,Calgary Flames,71,7:07
174,23,0,0.0,,0,0,,0,0,0,0,7,0,0.0,,0,0,Leland Irving,0,1.4,0,G,,0,,0,Calgary Flames,394,56:21
175,33,0,0.0,0,1,0,,0,0,3,0,1,0,0.0,0,0,0,Raitis Ivanans,-1,-0.1,0,LW,0,0,,0,Calgary Flames,11,11:05
176,28,0,0.0,,0,0,,0,0,0,0,9,0,0.0,,0,0,Henrik Karlsson,0,1.1,0,G,,0,,0,Calgary Flames,454,50:28
177,35,0,0.0,,0,0,,0,0,0,0,70,0,0.0,,0,0,Miikka Kiprusoff,0,14.1,0,G,,0,,0,Calgary Flames,4128,58:58
178,26,0,0.1,0,0,0,,0,0,2,0,3,0,0.0,0,0,10,Pierre-Luc Letourneau-Leblond,1,0.0,0,RW,0,0,0.0,3,Calgary Flames,15,4:51
179,21,0,0.1,0,1,29,39.6,19,0,3,0,9,0,-0.2,0,0,0,Greg Nemisz,1,-0.1,0,C,0,0,0.0,2,Calgary Flames,69,7:43
180,27,0,-0.3,0,5,0,,0,0,6,0,5,0,-0.1,0,0,2,Joe Piskula,-5,-0.4,0,D,0,0,0.0,2,Calgary Flames,54,10:54
181,28,0,0.2,0,2,0,,0,0,1,0,5,0,-0.1,0,0,4,Clay Wilson,0,0.1,0,D,0,0,0.0,7,Calgary Flames,66,13:15
182,27,46,1.1,28,35,799,52.5,882,14,48,3,82,24,6.0,16,7,48,Eric Staal,-20,7.1,70,C,2,3,9.2,262,Carolina Hurricanes,1767,21:33
183,28,34,1.5,19,48,373,55.2,459,7,41,3,79,12,2.8,15,3,54,Jussi Jokinen,-2,4.3,46,LW,0,2,10.2,118,Carolina Hurricanes,1396,17:40
184,19,24,1.0,15,15,92,42.1,67,16,44,5,64,20,4.1,9,4,56,Jeff Skinner,-8,5.1,44,RW,0,0,9.5,210,Carolina Hurricanes,1192,18:37
185,23,19,1.4,14,57,8,27.3,3,15,83,1,79,17,2.9,4,2,26,Jiri Tlusty,1,4.2,36,C,1,0,12.5,136,Carolina Hurricanes,1178,14:54
186,28,16,1.2,14,24,80,35.5,44,15,151,2,72,18,2.7,2,3,50,Tuomo Ruutu,-3,3.9,34,C,0,0,11.5,156,Carolina Hurricanes,1185,16:28
187,29,13,0.6,9,15,25,41.9,18,15,131,5,67,19,2.8,4,3,48,Chad Larose,-15,3.4,32,RW,0,1,9.5,199,Carolina Hurricanes,1123,16:46
188,22,15,1.5,14,85,641,50.5,654,12,53,0,82,17,1.7,1,2,21,Brandon Sutter,-3,3.2,32,C,0,3,9.9,171,Carolina Hurricanes,1427,17:24
189,23,19,2.8,13,106,0,,0,3,15,1,76,8,2.3,6,5,4,Jamie McBain,-7,5.1,27,D,0,0,6.3,127,Carolina Hurricanes,1505,19:48
190,27,12,0.6,8,33,293,48.7,278,8,64,3,79,12,1.8,4,3,27,Tim Brent,-8,2.4,24,C,0,1,16.9,71,Carolina Hurricanes,860,10:53
191,29,14,2.5,11,153,0,,0,7,117,2,72,9,2.0,3,2,60,Jay Harrison,-10,4.5,23,D,0,0,7.0,128,Carolina Hurricanes,1480,20:33
192,19,14,2.0,7,85,0,,0,3,113,2,66,8,1.7,7,5,29,Justin Faulk,-16,3.8,22,D,0,0,7.9,101,Carolina Hurricanes,1508,22:51
193,27,11,0.6,9,15,14,17.6,3,9,92,1,77,9,1.6,2,0,30,Anthony Stewart,-2,2.2,20,C,0,0,14.1,64,Carolina Hurricanes,626,8:07
194,29,17,4.9,14,112,0,,0,1,129,0,82,1,0.2,2,0,71,Tim Gleason,12,5.1,18,D,1,0,1.5,65,Carolina Hurricanes,1698,20:43
195,28,12,0.2,6,43,0,,0,3,27,2,30,5,1.8,6,2,16,Joni Pitkanen,-15,2.0,17,D,0,0,8.1,62,Carolina Hurricanes,669,22:18
196,31,8,0.3,5,25,5,37.5,3,3,94,0,49,7,0.5,3,4,26,Alexei Ponikarovsky,-12,0.8,15,LW,0,0,7.1,98,Carolina Hurricanes,729,14:52
197,31,13,3.5,12,188,0,,0,1,111,1,82,1,-0.1,0,0,76,Bryan Allen,-1,3.4,14,D,1,0,1.1,87,Carolina Hurricanes,1571,19:10
198,22,7,0.6,6,10,0,,0,6,54,0,37,6,0.8,1,0,4,Drayson Bowman,2,1.5,13,C,0,0,8.6,70,Carolina Hurricanes,494,13:21
199,28,7,1.3,6,62,14,51.7,15,3,129,0,73,5,-1.2,1,0,23,Patrick Dwyer,0,0.0,12,RW,0,2,4.2,120,Carolina Hurricanes,1122,15:22
200,37,7,1.6,5,43,0,,0,2,17,1,34,5,1.3,2,3,6,Jaroslav Spacek,4,2.9,12,D,0,0,13.5,37,Carolina Hurricanes,554,16:18
201,33,9,0.2,5,27,0,,0,0,9,0,29,0,0.4,4,0,2,Tomas Kaberle,-12,0.6,9,D,0,0,0.0,38,Carolina Hurricanes,558,19:15
202,24,4,0.5,4,13,1,50.0,1,3,60,0,48,3,-0.5,0,0,6,Andreas Nodl,-4,0.0,7,RW,0,0,5.0,60,Carolina Hurricanes,579,12:04
203,24,3,0.1,2,5,0,,0,1,10,0,16,2,0.3,1,1,8,Jerome Samson,-3,0.4,5,RW,0,0,6.5,31,Carolina Hurricanes,196,12:17
204,24,2,-0.2,1,30,0,100.0,1,2,47,0,44,2,0.2,1,0,35,Derek Joslin,-15,-0.1,4,D,0,0,5.6,36,Carolina Hurricanes,466,10:35
205,22,2,0.0,2,4,6,45.5,5,1,16,0,16,1,0.0,0,0,4,Zac Dalpe,-3,0.1,3,C,0,0,5.0,20,Carolina Hurricanes,153,9:35
206,24,3,0.1,3,1,7,66.7,14,0,23,0,15,0,0.0,0,0,11,Brett Sutter,-1,0.1,3,C,0,0,0.0,11,Carolina Hurricanes,114,7:34
207,22,2,0.0,2,2,2,50.0,2,0,16,0,16,0,-0.2,0,0,0,Zach Boychuk,-3,-0.1,2,C,0,0,0.0,10,Carolina Hurricanes,143,8:55
208,27,0,0.0,,0,0,,0,1,0,0,68,1,0.0,,0,4,Cam Ward,0,13.4,1,G,,0,,0,Carolina Hurricanes,3988,58:39
209,22,1,0.1,1,1,24,31.4,11,0,1,0,5,0,0.0,0,0,2,Riley Nash,1,0.1,1,C,0,0,0.0,2,Carolina Hurricanes,53,10:34
210,35,0,0.0,,0,0,,0,0,0,0,10,0,0.0,,0,0,Brian Boucher,0,0.6,0,G,,0,,0,Carolina Hurricanes,546,54:38
211,23,0,0.0,,,,,,0,0,0,2,0,0.0,,0,0,Mike Murphy,0,0.1,0,G,,0,,0,Carolina Hurricanes,36,18:03
212,25,0,0.0,,,,,,0,0,0,7,0,0.0,,0,0,Justin Peters,0,1.9,0,G,,0,,0,Carolina Hurricanes,387,55:18
213,23,0,0.1,0,2,0,,0,0,1,0,3,0,0.0,0,0,0,Bobby Sanguinetti,0,0.0,0,D,0,0,0.0,5,Carolina Hurricanes,36,11:56
214,23,0,0.0,0,0,9,30.8,4,0,3,0,1,0,0.0,0,0,4,Jeremy Welsh,0,0.0,0,LW,0,0,0.0,2,Carolina Hurricanes,17,16:32
215,33,48,2.1,36,40,6,33.3,3,18,73,4,81,29,7.3,11,9,20,Marian Hossa,18,9.4,77,RW,1,2,11.7,248,Chicago Blackhawks,1617,19:58
216,30,36,2.4,26,18,152,47.8,139,25,80,8,74,33,7.3,10,7,38,Patrick Sharp,28,9.7,69,C,0,1,11.7,282,Chicago Blackhawks,1473,19:54
217,23,43,1.6,35,27,329,42.2,240,19,19,5,82,23,5.3,8,4,40,Patrick Kane,7,6.9,66,RW,0,0,9.1,253,Chicago Blackhawks,1656,20:12
218,23,28,1.7,19,14,462,59.4,675,23,32,4,59,29,6.2,7,5,28,Jonathan Toews,17,7.9,57,C,2,1,15.7,185,Chicago Blackhawks,1230,20:51
219,26,21,1.2,21,24,6,45.5,5,22,91,6,79,22,4.1,0,0,34,Viktor Stalberg,6,5.3,43,LW,0,0,10.2,215,Chicago Blackhawks,1112,14:04
220,28,36,4.5,22,121,0,,0,3,45,1,74,4,2.6,12,1,42,Duncan Keith,15,7.1,40,D,2,0,2.5,162,Chicago Blackhawks,1990,26:54
221,25,18,1.0,13,38,621,48.4,582,9,58,2,76,19,2.7,5,7,47,Dave Bolland,0,3.7,37,C,0,3,15.1,126,Chicago Blackhawks,1254,16:30
222,20,34,1.9,23,78,0,,0,3,67,0,82,3,2.4,11,0,10,Nick Leddy,-12,4.3,37,D,0,0,3.2,94,Chicago Blackhawks,1811,22:05
223,26,25,5.0,22,165,0,,0,7,198,3,78,9,2.5,2,2,22,Brent Seabrook,21,7.5,34,D,1,0,5.8,156,Chicago Blackhawks,1929,24:43
224,38,15,0.3,12,15,7,50.0,7,8,21,0,78,12,1.4,3,4,4,Andrew Brunette,-13,1.7,27,LW,0,0,16.0,75,Chicago Blackhawks,1057,13:33
225,21,17,1.4,14,36,335,45.9,284,9,26,1,71,9,0.8,3,0,22,Marcus Kruger,11,2.2,26,C,0,0,10.1,89,Chicago Blackhawks,1093,15:24
226,25,15,0.6,15,23,1,0.0,0,9,128,0,71,9,1.3,0,0,48,Bryan Bickell,-3,1.8,24,LW,0,0,10.7,84,Chicago Blackhawks,862,12:08
227,20,11,0.4,7,21,47,46.6,41,12,82,2,37,12,2.3,4,0,50,Andrew Shaw,-1,2.7,23,C,0,0,16.2,74,Chicago Blackhawks,563,15:12
228,37,9,0.5,8,25,245,56.1,313,6,102,1,81,6,0.1,1,0,91,Jamal Mayers,-4,0.6,15,RW,0,0,8.6,70,Chicago Blackhawks,794,9:48
229,23,10,0.2,9,32,32,33.3,16,5,56,0,63,5,-0.1,0,0,22,Michael Frolik,-10,0.2,15,C,1,0,4.3,117,Chicago Blackhawks,811,12:52
230,24,14,3.0,13,142,0,,0,1,42,0,69,1,0.1,0,0,14,Niklas Hjalmarsson,9,3.2,15,D,1,0,1.5,65,Chicago Blackhawks,1392,20:11
231,32,9,1.6,5,46,0,,0,3,49,1,52,5,1.2,4,2,45,Steve Montador,4,2.8,14,D,0,0,8.8,57,Chicago Blackhawks,768,14:46
232,27,9,0.7,9,9,2,50.0,2,2,76,0,28,2,0.5,0,0,82,Daniel Carcillo,10,1.2,11,LW,0,0,7.4,27,Chicago Blackhawks,319,11:24
233,22,4,0.1,3,6,5,50.0,5,4,50,0,31,5,0.7,1,1,16,Jimmy Hayes,-3,0.8,9,RW,0,0,12.2,41,Chicago Blackhawks,318,10:15
234,40,7,0.6,7,44,0,,0,0,46,0,51,0,0.0,0,0,23,Sean O'Donnell,-6,0.6,7,D,0,0,0.0,30,Chicago Blackhawks,689,13:31
235,30,4,1.0,4,42,0,,0,1,11,0,18,1,0.2,0,0,0,Johnny Oduya,3,1.1,5,D,0,0,3.3,30,Chicago Blackhawks,440,24:25
236,27,2,0.7,2,9,0,,0,1,24,0,26,1,0.1,0,0,4,Sami Lepisto,3,0.8,3,D,0,0,5.3,19,Chicago Blackhawks,275,10:34
237,23,0,-0.1,0,5,7,50.0,7,2,6,0,13,2,0.1,0,0,0,Ben Smith,-5,0.0,2,RW,0,0,11.1,18,Chicago Blackhawks,128,9:49
238,20,2,0.1,2,2,28,48.1,26,0,5,0,5,0,0.0,0,0,0,Brandon Pirri,2,0.2,2,C,0,0,0.0,5,Chicago Blackhawks,68,13:31
239,29,1,0.0,,0,0,,0,0,0,0,34,0,0.0,,0,2,Ray Emery,0,3.8,1,G,,0,,0,Chicago Blackhawks,1774,52:10
240,21,1,0.2,1,23,0,,0,0,43,0,28,0,-0.3,0,0,6,Dylan Olsen,-5,-0.2,1,D,0,0,0.0,16,Chicago Blackhawks,365,13:02
241,29,1,0.3,1,10,0,,0,0,29,0,29,0,-0.1,0,0,48,John Scott,0,0.2,1,D,0,0,0.0,8,Chicago Blackhawks,201,6:56
242,25,0,0.0,0,6,0,,0,0,27,0,18,0,-0.3,0,0,58,Brandon Bollig,-2,-0.3,0,LW,0,0,0.0,16,Chicago Blackhawks,106,5:53
243,27,0,0.0,,0,0,,0,0,0,0,57,0,0.0,,0,0,Corey Crawford,0,7.3,0,G,,0,,0,Chicago Blackhawks,3218,56:28
244,20,0,0.0,0,0,0,,0,0,4,0,3,0,-0.1,0,0,0,Jeremy Morin,-1,-0.1,0,LW,0,0,0.0,2,Chicago Blackhawks,27,8:52
245,36,0,-0.1,0,6,51,46.9,45,0,3,0,11,0,-0.4,0,0,6,Brendan Morrison,-4,-0.5,0,C,0,0,0.0,10,Chicago Blackhawks,136,12:22
246,26,0,0.0,0,1,2,0.0,0,0,7,0,6,0,-0.2,0,0,6,Rostislav Olesz,-1,-0.2,0,C,0,0,0.0,6,Chicago Blackhawks,55,9:06
247,19,0,0.0,0,1,0,,0,0,0,0,2,0,-0.1,0,0,0,Brandon Saad,0,-0.1,0,LW,0,0,0.0,3,Chicago Blackhawks,28,14:01
248,20,37,2.0,26,50,681,52.8,762,14,62,3,81,18,3.7,11,4,12,Ryan O'Reilly,-1,5.7,55,C,0,0,9.5,189,Colorado Avalanche,1582,19:32
249,26,32,1.6,20,49,635,55.4,789,14,40,2,79,21,4.1,12,7,34,Paul Stastny,-8,5.7,53,C,0,0,11.1,190,Colorado Avalanche,1488,18:50
250,19,30,2.8,22,58,28,22.2,8,16,219,5,82,22,4.0,6,6,51,Gabriel Landeskog,20,6.8,52,LW,2,0,8.1,270,Colorado Avalanche,1526,18:37
251,27,17,1.1,14,24,18,47.1,16,16,85,5,72,20,3.2,3,3,32,David Jones,-8,4.3,37,RW,0,1,14.7,136,Colorado Avalanche,1134,15:45
252,35,23,1.2,15,29,6,25.0,2,8,35,1,81,14,1.8,8,6,14,Milan Hejduk,-12,3.1,37,RW,0,0,8.2,170,Colorado Avalanche,1378,17:01
253,21,14,0.7,10,41,191,51.2,200,9,43,2,58,14,2.1,4,5,8,Matt Duchene,-11,2.8,28,C,0,0,10.6,132,Colorado Avalanche,945,16:17
254,23,22,3.0,11,94,0,,0,3,123,1,73,4,1.6,11,1,26,Erik Johnson,-7,4.6,26,D,0,0,2.6,155,Colorado Avalanche,1521,20:50
255,26,18,2.8,10,70,1,0.0,0,2,68,1,54,5,1.7,6,3,60,Kyle Quincey,-1,4.5,23,D,2,0,3.8,131,Colorado Avalanche,1207,22:21
256,24,20,3.6,16,70,1,0.0,0,1,97,0,59,1,1.2,4,0,33,Ryan Wilson,11,4.8,21,D,0,0,1.6,63,Colorado Avalanche,1105,18:44
257,28,17,3.7,15,86,0,,0,2,138,0,76,3,0.9,1,1,105,Shane O'Brien,2,4.5,20,D,1,0,2.6,114,Colorado Avalanche,1461,19:13
258,33,14,2.5,14,134,0,100.0,1,5,142,1,81,5,0.7,0,0,24,Jan Hejda,-17,3.3,19,D,0,0,6.4,78,Colorado Avalanche,1675,20:41
259,26,13,1.0,12,31,25,46.8,22,4,63,0,63,5,-0.6,0,0,42,Daniel Winnik,-11,0.4,18,C,1,1,3.2,155,Colorado Avalanche,1115,17:42
260,28,7,1.1,7,54,425,51.3,448,9,72,1,80,10,-0.1,0,0,31,Jay McClement,-8,1.0,17,C,0,1,10.5,95,Colorado Avalanche,1100,13:45
261,23,9,0.5,5,10,4,60.0,6,6,14,1,32,7,1.3,4,1,8,Peter Mueller,-3,1.7,16,C,0,0,8.5,82,Colorado Avalanche,469,14:39
262,23,6,0.7,6,16,89,45.1,73,7,88,2,55,8,0.4,0,0,47,T.J. Galiardi,-6,1.1,14,LW,0,1,7.9,101,Colorado Avalanche,745,13:33
263,29,7,0.5,6,20,15,31.8,7,6,62,2,58,7,0.4,1,0,51,Chuck Kobasew,-10,0.9,14,RW,0,1,10.8,65,Colorado Avalanche,687,11:51
264,23,5,0.2,4,7,0,100.0,4,5,22,2,17,8,1.6,1,3,11,Jamie McGinn,-4,1.8,13,LW,0,0,14.5,55,Colorado Avalanche,283,16:40
265,21,9,1.8,7,31,0,,0,4,3,1,39,4,1.1,2,0,8,Stefan Elliott,2,2.9,13,D,0,0,4.8,84,Colorado Avalanche,669,17:09
266,24,11,0.8,9,6,5,50.0,5,2,32,1,20,2,0.7,2,0,16,Steve Downie,9,1.5,13,RW,0,0,4.9,41,Colorado Avalanche,342,17:06
267,27,5,0.7,5,13,1,66.7,2,6,123,0,75,6,0.4,0,0,164,Cody McLeod,0,1.1,11,LW,0,0,9.7,62,Colorado Avalanche,540,7:12
268,24,3,0.4,3,9,58,36.3,33,4,43,1,24,4,0.4,0,0,15,Mark Olver,0,0.8,7,C,0,0,16.0,25,Colorado Avalanche,311,12:57
269,25,3,0.3,3,8,32,30.4,14,4,36,0,35,4,0.3,0,0,17,Kevin Porter,-2,0.7,7,RW,0,0,12.5,32,Colorado Avalanche,321,9:11
270,27,6,2.9,6,141,0,,0,1,180,0,74,1,-0.8,0,0,57,Ryan O'Byrne,-5,2.2,7,D,0,0,2.4,42,Colorado Avalanche,1395,18:51
271,26,3,1.2,3,30,1,0.0,0,3,24,0,33,3,0.3,0,0,8,Matt Hunwick,-3,1.5,6,D,0,0,7.5,40,Colorado Avalanche,596,18:04
272,28,5,0.4,5,11,27,28.9,11,1,32,0,25,1,0.2,0,0,2,David Van Der Gulik,3,0.6,6,RW,0,0,5.0,20,Colorado Avalanche,205,8:12
273,28,3,-0.1,3,6,3,40.0,2,1,1,0,16,2,0.2,0,1,0,Joakim Lindstrom,-9,0.1,5,LW,0,0,9.1,22,Colorado Avalanche,223,13:55
274,22,2,0.2,2,1,7,12.5,1,0,13,0,9,0,0.0,0,0,0,Brad Malone,1,0.1,2,C,0,0,0.0,6,Colorado Avalanche,90,10:03
275,23,1,0.0,,0,0,,0,0,0,0,53,0,0.0,,0,2,Semyon Varlamov,0,9.4,1,G,,0,,0,Colorado Avalanche,3151,59:28
276,20,0,0.2,0,10,0,,0,0,9,0,10,0,-0.2,0,0,0,Tyson Barrie,-2,0.0,0,D,0,0,0.0,15,Colorado Avalanche,176,17:39
277,25,0,0.0,0,0,2,60.0,3,0,4,0,3,0,0.0,0,0,0,Evan Brophey,0,0.0,0,C,0,0,,0,Colorado Avalanche,13,4:11
278,22,0,0.0,0,1,0,,0,0,2,0,2,0,-0.1,0,0,2,Mike Connolly,0,0.0,0,LW,0,0,0.0,1,Colorado Avalanche,25,12:21
279,34,0,0.0,,0,0,,0,0,0,0,32,0,0.0,,0,2,Jean-Sebastien Giguere,0,5.7,0,G,,0,,0,Colorado Avalanche,1820,56:52
280,26,0,0.2,0,1,2,0.0,0,0,14,0,10,0,-0.3,0,0,8,Brandon Yip,1,-0.1,0,RW,0,0,0.0,12,Colorado Avalanche,99,9:55
281,27,29,1.0,16,21,13,31.6,6,22,104,2,82,30,5.6,13,6,40,Rick Nash,-19,6.6,59,LW,0,2,9.8,306,Columbus Blue Jackets,1565,19:05
282,36,39,1.2,27,39,13,40.9,9,13,59,0,82,16,3.9,12,3,36,Vinny Prospal,-11,5.1,55,C,0,0,9.7,165,Columbus Blue Jackets,1467,17:53
283,24,27,0.5,17,16,339,45.1,278,9,137,3,74,14,2.8,10,5,42,Derick Brassard,-20,3.3,41,C,0,0,11.2,125,Columbus Blue Jackets,1209,16:20
284,29,20,1.2,14,70,156,49.0,150,15,102,3,77,20,2.8,5,5,27,R.J. Umberger,-10,4.0,40,C,1,0,10.0,200,Columbus Blue Jackets,1401,18:11
285,25,25,2.4,18,95,0,,0,4,40,3,54,7,2.9,6,3,14,Nikita Nikitin,-5,5.3,32,D,1,0,7.5,93,Columbus Blue Jackets,1273,23:35
286,29,19,0.5,13,32,351,56.3,453,5,66,3,60,8,1.0,5,2,12,Antoine Vermette,-17,1.5,27,C,1,1,7.5,106,Columbus Blue Jackets,1034,17:14
287,27,21,1.5,11,74,1,0.0,0,4,50,2,48,6,2.3,10,2,37,James Wisniewski,-13,3.9,27,D,0,0,6.1,99,Columbus Blue Jackets,1190,24:48
288,28,21,1.7,9,91,0,,0,4,100,0,66,5,1.6,11,1,49,Fedor Tyutin,-21,3.4,26,D,1,0,4.0,124,Columbus Blue Jackets,1593,24:09
289,27,10,0.4,7,13,363,50.9,377,7,8,1,39,15,2.4,3,8,14,Jeff Carter,-11,2.8,25,C,0,0,11.5,130,Columbus Blue Jackets,765,19:38
290,26,13,0.8,9,18,288,51.2,302,7,53,0,51,11,1.6,4,4,6,Mark Letestu,-3,2.4,24,C,0,0,10.5,105,Columbus Blue Jackets,829,16:15
291,19,12,0.9,11,24,118,45.1,97,6,68,3,67,9,1.0,1,3,24,Ryan Johansen,-2,1.9,21,C,0,0,9.1,99,Columbus Blue Jackets,853,12:44
292,25,8,0.8,7,40,14,50.0,14,9,199,1,77,12,0.4,1,2,235,Derek Dorsett,-11,1.2,20,RW,0,1,8.8,137,Columbus Blue Jackets,1131,14:42
293,28,13,1.0,12,72,0,,0,2,99,0,56,3,1.1,1,1,26,Aaron Johnson,-12,2.1,16,D,0,0,4.8,63,Columbus Blue Jackets,924,16:30
294,22,7,0.5,6,17,1,0.0,0,6,23,0,27,7,1.2,1,1,14,Cam Atkinson,1,1.7,14,RW,0,0,10.6,66,Columbus Blue Jackets,415,15:23
295,30,7,1.0,6,19,195,54.5,234,4,189,2,66,7,0.4,0,1,40,Derek MacKenzie,4,1.4,14,C,1,2,11.5,61,Columbus Blue Jackets,693,10:30
296,26,10,1.4,5,41,1,0.0,0,3,59,1,51,4,1.0,4,1,24,Grant Clitsome,-6,2.4,14,D,1,0,5.4,74,Columbus Blue Jackets,868,17:02
297,25,10,1.7,7,45,0,,0,4,35,1,21,4,1.4,3,0,15,Jack Johnson,5,3.1,14,D,0,0,7.1,56,Columbus Blue Jackets,576,27:25
298,34,9,0.8,9,33,410,51.1,429,1,98,0,61,2,-1.2,0,0,22,Samuel Pahlsson,-6,-0.4,11,C,0,1,3.2,63,Columbus Blue Jackets,917,15:02
299,21,8,1.1,5,15,0,,0,1,30,0,31,2,0.8,3,1,16,David Savard,0,1.9,10,D,0,0,5.9,34,Columbus Blue Jackets,514,16:34
300,21,5,0.4,4,70,0,,0,2,47,0,67,2,-0.2,0,0,8,John Moore,-23,0.1,7,D,1,0,3.1,64,Columbus Blue Jackets,1060,15:49
301,26,6,1.1,6,52,0,,0,1,106,0,46,1,-0.2,0,0,24,Marc Methot,-11,0.9,7,D,0,0,2.4,42,Columbus Blue Jackets,922,20:03
302,22,4,0.3,4,25,9,30.8,4,2,90,0,38,2,-0.3,0,0,25,Colton Gillies,-4,0.0,6,C,0,0,8.3,24,Columbus Blue Jackets,418,10:59
303,30,3,1.0,3,21,0,,0,1,21,0,30,1,0.0,0,0,14,Brett Lebda,-1,1.0,4,D,0,0,2.8,36,Columbus Blue Jackets,494,16:29
304,25,1,0.2,1,10,2,60.0,3,2,96,0,54,2,-0.7,0,0,126,Jared Boll,-8,-0.5,3,RW,0,0,5.7,35,Columbus Blue Jackets,438,8:07
305,24,1,0.4,0,15,0,,0,2,9,0,12,2,0.3,1,0,13,Kris Russell,-1,0.7,3,D,0,0,10.0,20,Columbus Blue Jackets,211,17:34
306,27,3,0.0,3,10,72,51.4,76,0,20,0,20,0,-0.2,0,0,19,Darryl Boyce,-5,-0.2,3,C,0,0,0.0,13,Columbus Blue Jackets,198,9:55
307,22,3,-0.1,3,1,0,,0,0,8,0,13,0,0.0,0,0,16,Matt Calvert,-5,-0.1,3,LW,0,0,0.0,4,Columbus Blue Jackets,119,9:08
308,24,0,0.3,0,44,5,0.0,0,2,37,0,41,2,-0.9,0,0,2,Ryan Russell,-7,-0.7,2,C,0,0,5.1,39,Columbus Blue Jackets,479,11:41
309,21,1,0.0,1,5,0,,0,1,6,0,8,1,0.0,0,0,6,Tomas Kubalik,-3,0.0,2,RW,0,0,12.5,8,Columbus Blue Jackets,106,13:18
310,22,1,0.0,1,3,0,,0,1,11,0,10,1,0.0,0,0,2,Maksim Mayorov,-3,0.0,2,LW,0,0,11.1,9,Columbus Blue Jackets,107,10:40
311,23,2,0.0,,0,0,,0,0,0,0,46,0,0.0,,0,2,Steve Mason,0,5.1,2,G,,0,,0,Columbus Blue Jackets,2534,55:05
312,30,0,0.0,0,0,0,100.0,1,1,11,0,9,1,-0.1,0,0,8,Alexandre Giroux,-2,0.0,1,C,0,0,5.6,18,Columbus Blue Jackets,110,12:12
313,35,0,0.0,0,7,0,,0,1,5,0,7,1,0.1,0,0,0,Radek Martinek,-3,0.1,1,D,0,0,10.0,10,Columbus Blue Jackets,136,19:26
314,25,1,0.1,1,7,3,62.5,5,0,22,0,14,0,-0.3,0,0,32,Cody Bass,0,-0.1,1,C,0,0,0.0,13,Columbus Blue Jackets,127,9:05
315,25,0,0.1,0,4,0,,0,0,4,0,8,0,-0.2,0,0,29,Dane Byers,0,-0.1,0,LW,0,0,0.0,8,Columbus Blue Jackets,65,8:05
