,Adjusted Cap Hit,Age,Base Salary,Cap Percentage,Performance Bonus,Player,Position,Signing Bonus,Team,Total Cap Hit,Total Salary
47,"$7,250,000 ",31,"$7,500,000",9.64,-,David Krejci,C,-,Boston Bruins 2017-2018 Salary Cap ,"$7,250,000 ","$7,500,000"
48,"$7,000,000 ",30,"$7,500,000",9.31,-,Tuukka Rask,G,-,Boston Bruins 2017-2018 Salary Cap ,"$7,000,000 ","$7,500,000"
49,"$6,875,000 ",32,"$8,750,000",9.14,-,Patrice Bergeron,C,-,Boston Bruins 2017-2018 Salary Cap ,"$6,875,000 ","$8,750,000"
50,"$6,666,666 ",21,"$4,000,000",8.86,-,David Pastrnak,RW,"$4,000,000",Boston Bruins 2017-2018 Salary Cap ,"$6,666,666 ","$8,000,000"
51,"$6,125,000 ",29,"$4,000,000",8.14,-,Brad Marchand,LW,"$4,000,000",Boston Bruins 2017-2018 Salary Cap ,"$6,125,000 ","$8,000,000"
52,"$6,000,000 ",33,"$5,000,000",7.98,-,David Backes,C,"$3,000,000",Boston Bruins 2017-2018 Salary Cap ,"$6,000,000 ","$8,000,000"
53,"$5,250,000 ",26,"$5,000,000",6.98,-,Torey Krug,D,-,Boston Bruins 2017-2018 Salary Cap ,"$5,250,000 ","$5,000,000"
54,"$4,000,000 ",40,"$4,000,000",5.32,-,Zdeno Chara,D,-,Boston Bruins 2017-2018 Salary Cap ,"$4,000,000 ","$4,000,000"
55,"$3,900,000 ",33,"$8,200,000",5.19,-,Rick Nash,LW,-,Boston Bruins 2017-2018 Salary Cap ,"$7,800,000 ","$4,100,000"
56,"$2,750,000 ",30,"$3,000,000",3.66,-,Adam McQuaid,D,-,Boston Bruins 2017-2018 Salary Cap ,"$2,750,000 ","$3,000,000"
57,"$2,500,000 ",29,"$2,500,000",3.32,-,Kevan Miller,D,-,Boston Bruins 2017-2018 Salary Cap ,"$2,500,000 ",-
58,"$1,650,000 ",30,"$1,800,000",2.19,-,Nick Holden,D,-,Boston Bruins 2017-2018 Salary Cap ,"$1,650,000 ","$454,819"
59,"$1,200,000 ",31,"$1,200,000",1.60,-,Anton Khudobin,G,-,Boston Bruins 2017-2018 Salary Cap ,"$1,200,000 ","$1,200,000"
60,"$916,667 ",19,"$832,500",1.22,"$500,000",Charles Mcavoy,D,"$92,500",Boston Bruins 2017-2018 Salary Cap ,"$916,667 ","$832,500"
61,"$900,000 ",28,"$900,000",1.20,-,Riley Nash,C,-,Boston Bruins 2017-2018 Salary Cap ,"$900,000 ","$900,000"
62,"$863,333 ",20,"$832,500",1.15,"$425,000",Jake DeBrusk,LW,"$92,500",Boston Bruins 2017-2018 Salary Cap ,"$863,333 ","$92,500"
63,"$808,750 ",24,"$832,500",1.08,-,Sean Kuraly,C,"$92,500",Boston Bruins 2017-2018 Salary Cap ,"$808,750 ","$925,000"
64,"$802,161 ",22,"$832,500",1.07,-,Danton Heinen,C,"$92,500",Boston Bruins 2017-2018 Salary Cap ,"$872,500 ","$925,000"
65,"$789,166 ",20,"$725,000",1.05,"$107,500",Brandon Carlo,D,"$92,500",Boston Bruins 2017-2018 Salary Cap ,"$789,166 ","$925,000"
66,"$775,000 ",26,"$775,000",1.03,-,Tim Schaller,C,-,Boston Bruins 2017-2018 Salary Cap ,"$775,000 ","$775,000"
67,"$750,000 ",29,"$750,000",1.00,-,Tommy Wingels,RW,-,Boston Bruins 2017-2018 Salary Cap ,"$750,000 ","$165,312"
68,"$725,000 ",26,"$700,000",0.96,-,Noel Acciari,C,-,Boston Bruins 2017-2018 Salary Cap ,"$725,000 ","$700,000"
69,"$158,065 ",38,"$700,000",0.21,-,Brian Gionta,RW,-,Boston Bruins 2017-2018 Salary Cap ,"$700,000 ","$158,065"
70,"$38,445 ",25,"$650,000",0.05,-,Zane McIntyre,G,-,Boston Bruins 2017-2018 Salary Cap ,"$650,000 ","$38,445"
71,"$7,500,000 ",26,"$1,000,000",11.61,-,Ryan O'Reilly,C,"$8,000,000",Buffalo Sabres 2017-2018 Salary Cap ,"$7,500,000 ","$9,000,000"
72,"$6,000,000 ",29,"$1,000,000",9.29,-,Kyle Okposo,RW,"$7,000,000",Buffalo Sabres 2017-2018 Salary Cap ,"$6,000,000 ","$8,000,000"
73,"$5,600,000 ",34,"$2,500,000",8.67,-,Jason Pominville,RW,"$2,500,000",Buffalo Sabres 2017-2018 Salary Cap ,"$5,600,000 ","$5,000,000"
74,"$5,400,000 ",22,"$5,400,000",8.36,-,Rasmus Ristolainen,D,-,Buffalo Sabres 2017-2018 Salary Cap ,"$5,400,000 ","$5,400,000"
75,"$4,000,000 ",26,"$4,000,000",6.19,-,Robin Lehner,G,-,Buffalo Sabres 2017-2018 Salary Cap ,"$4,000,000 ","$4,000,000"
76,"$4,000,000 ",27,"$4,000,000",6.19,-,Marco Scandella,D,-,Buffalo Sabres 2017-2018 Salary Cap ,"$4,000,000 ","$4,000,000"
77,"$3,900,000 ",33,"$3,900,000",6.04,-,Josh Gorges,D,-,Buffalo Sabres 2017-2018 Salary Cap ,"$3,900,000 ","$3,900,000"
78,"$2,500,000 ",31,"$2,500,000",3.87,-,Chad Johnson,G,-,Buffalo Sabres 2017-2018 Salary Cap ,"$2,500,000 ","$2,500,000"
79,"$2,400,000 ",24,"$2,300,000",3.71,-,Nathan Beaulieu,D,-,Buffalo Sabres 2017-2018 Salary Cap ,"$2,400,000 ","$2,300,000"
80,"$1,600,000 ",23,"$1,600,000",2.48,-,Zemgus Girgensons,C,-,Buffalo Sabres 2017-2018 Salary Cap ,"$1,600,000 ","$1,600,000"
81,"$1,475,000 ",25,"$1,400,000",2.28,-,Johan Larsson,LW,-,Buffalo Sabres 2017-2018 Salary Cap ,"$1,475,000 ","$1,400,000"
82,"$1,150,000 ",31,"$1,150,000",1.78,-,Benoit Pouliot,LW,-,Buffalo Sabres 2017-2018 Salary Cap ,"$1,150,000 ","$1,150,000"
83,"$950,000 ",28,"$1,000,000",1.47,-,Jordan Nolan,C,-,Buffalo Sabres 2017-2018 Salary Cap ,"$950,000 ","$1,000,000"
84,"$925,000 ",24,"$832,500",1.43,"$850,000",Viktor Antipin,D,"$92,500",Buffalo Sabres 2017-2018 Salary Cap ,"$925,000 ","$925,000"
85,"$925,000 ",20,"$832,500",1.43,"$2,850,000",Jack Eichel,C,"$92,500",Buffalo Sabres 2017-2018 Salary Cap ,"$925,000 ","$925,000"
86,"$894,167 ",21,"$832,500",1.38,"$2,650,000",Sam Reinhart,C,-,Buffalo Sabres 2017-2018 Salary Cap ,"$894,167 ","$832,500"
87,"$700,000 ",26,"$700,000",1.08,-,Jacob Josefson,C,-,Buffalo Sabres 2017-2018 Salary Cap ,"$700,000 ","$700,000"
88,"$650,000 ",28,"$650,000",1.01,-,Justin Falk,D,-,Buffalo Sabres 2017-2018 Salary Cap ,"$650,000 ","$650,000"
89,"$597,645 ",24,"$650,000",0.93,-,Evan Rodrigues,LW,-,Buffalo Sabres 2017-2018 Salary Cap ,"$650,000 ","$597,645"
90,"$423,360 ",25,"$660,000",0.66,-,Scott Wilson,LW,-,Buffalo Sabres 2017-2018 Salary Cap ,"$625,000 ","$444,705"
91,"$69,622 ",18,"$832,500",0.11,-,Casey Mittelstadt,C,"$92,500",Buffalo Sabres 2017-2018 Salary Cap ,"$925,000 ","$154,826"
92,"$6,750,000 ",24,"$6,750,000",9.22,-,Johnny Gaudreau,LW,-,Calgary Flames 2017-2018 Salary Cap ,"$6,750,000 ","$6,750,000"
93,"$6,750,000 ",33,"$4,750,000",9.22,-,Mark Giordano,D,"$2,000,000",Calgary Flames 2017-2018 Salary Cap ,"$6,750,000 ","$6,750,000"
94,"$6,375,000 ",22,"$6,500,000",8.71,-,Sean Monahan,C,-,Calgary Flames 2017-2018 Salary Cap ,"$6,375,000 ","$6,500,000"
95,"$5,750,000 ",24,"$5,750,000",7.86,-,Dougie Hamilton,D,-,Calgary Flames 2017-2018 Salary Cap ,"$5,750,000 ","$5,750,000"
96,"$4,650,000 ",27,"$4,837,500",6.35,-,T.J. Brodie,D,-,Calgary Flames 2017-2018 Salary Cap ,"$4,650,000 ","$4,837,500"
97,"$4,500,000 ",32,"$4,500,000",6.15,-,Troy Brouwer,RW,-,Calgary Flames 2017-2018 Salary Cap ,"$4,500,000 ","$4,500,000"
98,"$4,300,000 ",29,"$4,000,000",5.88,-,Michael Frolik,RW,-,Calgary Flames 2017-2018 Salary Cap ,"$4,300,000 ","$4,000,000"
99,"$4,250,000 ",35,"$6,000,000",5.81,-,Mike Smith,G,-,Calgary Flames 2017-2018 Salary Cap ,"$5,666,667 ","$6,000,000"
100,"$3,857,143 ",27,"$4,875,000",5.27,-,Travis Hamonic,D,-,Calgary Flames 2017-2018 Salary Cap ,"$3,857,143 ","$4,875,000"
101,"$3,575,000 ",28,"$3,575,000",4.89,-,Mikael Backlund,C,-,Calgary Flames 2017-2018 Salary Cap ,"$3,575,000 ","$3,575,000"
102,"$3,500,000 ",27,"$3,500,000",4.78,-,Michael Stone,D,-,Calgary Flames 2017-2018 Salary Cap ,"$3,500,000 ","$3,500,000"
103,"$3,125,000 ",33,"$2,000,000",4.27,-,Matt Stajan,C,"$500,000",Calgary Flames 2017-2018 Salary Cap ,"$3,125,000 ","$2,500,000"
104,"$1,950,000 ",21,"$1,950,000",2.66,-,Sam Bennett,C,-,Calgary Flames 2017-2018 Salary Cap ,"$1,950,000 ","$1,950,000"
105,"$1,750,000 ",31,"$1,750,000",2.39,-,Kris Versteeg,LW,-,Calgary Flames 2017-2018 Salary Cap ,"$1,750,000 ","$1,750,000"
106,"$1,750,000 ",25,"$1,700,000",2.39,-,Michael Ferland,LW,-,Calgary Flames 2017-2018 Salary Cap ,"$1,750,000 ","$1,700,000"
107,"$1,150,000 ",29,"$1,100,000",1.57,-,Chris Stewart,RW,-,Calgary Flames 2017-2018 Salary Cap ,"$1,150,000 ","$242,474"
108,"$950,000 ",22,"$850,000",1.30,-,Curtis Lazar,C,-,Calgary Flames 2017-2018 Salary Cap ,"$950,000 ","$850,000"
109,"$925,000 ",25,"$925,000",1.26,-,Nick Shore,C,-,Calgary Flames 2017-2018 Salary Cap ,"$925,000 ","$203,898"
110,"$925,000 ",19,"$832,500",1.26,"$850,000",Matthew Tkachuk,LW,"$92,500",Calgary Flames 2017-2018 Salary Cap ,"$925,000 ","$925,000"
111,"$830,491 ",23,"$832,500",1.13,"$637,500",Mark Jankowski,C,"$92,500",Calgary Flames 2017-2018 Salary Cap ,"$925,000 ","$925,000"
112,"$650,000 ",23,"$650,000",0.89,-,Brett Kulak,D,-,Calgary Flames 2017-2018 Salary Cap ,"$650,000 ","$650,000"
113,"$612,500 ",29,"$612,500",0.84,-,Matt Bartkowski,D,-,Calgary Flames 2017-2018 Salary Cap ,"$612,500 ","$612,500"
114,"$454,350 ",25,"$650,000",0.62,-,Garnet Hathaway,RW,-,Calgary Flames 2017-2018 Salary Cap ,"$650,000 ","$454,350"
115,"$269,115 ",33,"$650,000",0.37,-,Tanner Glass,LW,-,Calgary Flames 2017-2018 Salary Cap ,"$650,000 ","$269,115"
116,"$6,000,000 ",29,"$6,000,000",10.37,-,Jordan Staal,C,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$6,000,000 ","$6,000,000"
117,"$5,725,000 ",25,"$6,000,000",9.89,-,Jeff Skinner,LW,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$5,725,000 ","$6,000,000"
118,"$4,833,333 ",25,"$5,500,000",8.35,-,Justin Faulk,D,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$4,833,333 ","$5,500,000"
119,"$4,500,000 ",35,"$5,000,000",7.78,-,Justin Williams,RW,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$4,500,000 ","$5,000,000"
120,"$4,150,000 ",28,"$4,750,000",7.17,-,Scott Darling,G,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$4,150,000 ","$4,750,000"
121,"$4,000,000 ",24,"$4,000,000",6.91,-,Victor Rask,C,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$4,000,000 ","$4,000,000"
122,"$3,300,000 ",33,"$3,100,000",5.70,-,Cam Ward,G,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$3,300,000 ","$3,100,000"
123,"$2,860,000 ",23,"$2,860,000",4.94,-,Teuvo Teravainen,C,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$2,860,000 ","$2,860,000"
124,"$2,700,000 ",22,"$2,900,000",4.67,-,Elias Lindholm,C,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$2,700,000 ","$2,900,000"
125,"$2,500,000 ",34,"$2,500,000",4.32,-,Lee Stempniak,RW,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$2,500,000 ","$2,500,000"
126,"$1,425,000 ",30,"$1,425,000",2.46,-,Derek Ryan,C,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$1,425,000 ","$1,425,000"
127,"$1,275,000 ",25,"$1,300,000",2.20,-,Joakim Nordstrom,LW,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$1,275,000 ","$1,300,000"
128,"$925,000 ",20,"$832,500",1.60,"$2,850,000",Noah Hanifin,D,"$92,500",Carolina Hurricanes 2017-2018 Salary Cap ,"$925,000 ","$925,000"
129,"$887,500 ",23,"$875,000",1.53,-,Brock McGinn,LW,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$887,500 ","$875,000"
130,"$850,000 ",26,"$850,000",1.47,-,Klas Dahlbeck,D,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$850,000 ","$850,000"
131,"$825,000 ",26,"$900,000",1.43,-,Trevor Van Riemsdyk,D,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$825,000 ","$900,000"
132,"$810,599 ",20,"$832,500",1.40,"$850,000",Sebastian Aho,LW,"$92,500",Carolina Hurricanes 2017-2018 Salary Cap ,"$925,000 ","$832,500"
133,"$809,166 ",22,"$800,000",1.40,-,Brett Pesce,D,"$92,500",Carolina Hurricanes 2017-2018 Salary Cap ,"$809,166 ","$892,500"
134,"$742,500 ",23,"$832,500",1.28,-,Jaccob Slavin,D,"$92,500",Carolina Hurricanes 2017-2018 Salary Cap ,"$742,500 ","$925,000"
135,"$573,006 ",23,"$725,000",0.99,-,Phillip di Giuseppe,LW,-,Carolina Hurricanes 2017-2018 Salary Cap ,"$725,000 ","$573,006"
136,"$10,500,000 ",28,"$7,800,000",15.53,-,Patrick Kane,RW,"$6,000,000",Chicago Blackhawks 2017-2018 Salary Cap ,"$10,500,000 ","$13,800,000"
137,"$10,500,000 ",29,"$7,800,000",15.53,-,Jonathan Toews,C,"$6,000,000",Chicago Blackhawks 2017-2018 Salary Cap ,"$10,500,000 ","$13,800,000"
138,"$6,875,000 ",32,"$4,500,000",10.17,-,Brent Seabrook,D,"$4,500,000",Chicago Blackhawks 2017-2018 Salary Cap ,"$6,875,000 ","$9,000,000"
139,"$6,000,000 ",24,"$6,250,000",8.88,-,Brandon Saad,LW,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$6,000,000 ","$6,250,000"
140,"$5,538,462 ",34,"$5,000,000",8.19,-,Duncan Keith,D,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$5,538,462 ","$5,000,000"
141,"$4,550,000 ",29,"$5,000,000",6.73,-,Artem Anisimov,C,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$4,550,000 ","$5,000,000"
142,"$3,850,000 ",24,"$4,600,000",5.70,-,Connor Murphy,D,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$3,850,000 ","$4,600,000"
143,"$1,200,000 ",22,"$1,200,000",1.78,-,Anthony Duclair,LW,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$1,200,000 ","$567,776"
144,"$925,000 ",21,"$832,500",1.37,-,Blake Hillman,D,"$92,500",Chicago Blackhawks 2017-2018 Salary Cap ,"$925,000 ","$92,500"
145,"$925,000 ",27,"$832,500",1.37,"$425,000",Jan Rutta,D,"$92,500",Chicago Blackhawks 2017-2018 Salary Cap ,"$925,000 ","$925,000"
146,"$925,000 ",21,"$832,500",1.37,"$650,000",Nick Schmaltz,C,"$92,500",Chicago Blackhawks 2017-2018 Salary Cap ,"$925,000 ","$925,000"
147,"$925,000 ",22,"$832,500",1.37,-,Dylan Sikura,C,"$92,500",Chicago Blackhawks 2017-2018 Salary Cap ,"$925,000 ","$92,500"
148,"$800,000 ",35,"$800,000",1.18,"$200,000",Patrick Sharp,LW,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$800,000 ","$800,000"
149,"$778,333 ",19,"$650,000",1.15,"$132,500",Alexander Debrincat,RW,"$92,500",Chicago Blackhawks 2017-2018 Salary Cap ,"$778,333 ","$650,000"
150,"$750,000 ",24,"$700,000",1.11,-,Anton Forsberg,G,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$750,000 ","$700,000"
151,"$650,000 ",25,"$650,000",0.96,-,Jordan Oesterle,D,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$650,000 ","$650,000"
152,"$470,676 ",23,"$725,000",0.70,-,Vincent Hinostroza,C,"$92,500",Chicago Blackhawks 2017-2018 Salary Cap ,"$717,500 ","$565,494"
153,"$391,391 ",24,"$800,000",0.58,-,Tomas Jurco,RW,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$800,000 ","$391,391"
154,"$314,550 ",25,"$650,000",0.47,-,Erik Gustafsson,D,-,Chicago Blackhawks 2017-2018 Salary Cap ,"$650,000 ","$314,550"
155,"$6,300,000 ",22,"$5,750,000",9.49,-,Nathan MacKinnon,C,-,Colorado Avalanche 2017-2018 Salary Cap ,"$6,300,000 ","$5,750,000"
156,"$6,000,000 ",29,"$6,000,000",9.04,-,Erik Johnson,D,-,Colorado Avalanche 2017-2018 Salary Cap ,"$6,000,000 ","$6,000,000"
157,"$5,900,000 ",29,"$5,750,000",8.89,-,Semyon Varlamov,G,-,Colorado Avalanche 2017-2018 Salary Cap ,"$5,900,000 ","$5,750,000"
158,"$5,571,429 ",24,"$6,000,000",8.39,-,Gabriel Landeskog,LW,-,Colorado Avalanche 2017-2018 Salary Cap ,"$5,571,429 ","$6,000,000"
159,"$5,500,000 ",26,"$5,250,000",8.28,-,Tyson Barrie,D,-,Colorado Avalanche 2017-2018 Salary Cap ,"$5,500,000 ","$5,250,000"
160,"$4,750,000 ",31,"$5,000,000",7.15,-,Carl Soderberg,C,-,Colorado Avalanche 2017-2018 Salary Cap ,"$4,750,000 ","$5,000,000"
161,"$3,937,500 ",27,"$4,000,000",5.93,-,Colin Wilson,C,-,Colorado Avalanche 2017-2018 Salary Cap ,"$3,937,500 ","$4,000,000"
162,"$2,750,000 ",29,"$2,750,000",4.14,-,Jonathan Bernier,G,-,Colorado Avalanche 2017-2018 Salary Cap ,"$2,750,000 ","$2,750,000"
163,"$2,400,000 ",31,"$2,400,000",3.61,-,Blake Comeau,LW,-,Colorado Avalanche 2017-2018 Salary Cap ,"$2,400,000 ","$2,400,000"
164,"$2,150,000 ",22,"$2,000,000",3.24,-,Nikita Zadorov,D,-,Colorado Avalanche 2017-2018 Salary Cap ,"$2,150,000 ","$2,000,000"
165,"$1,400,000 ",24,"$1,250,000",2.11,-,Sven Andrighetto,RW,-,Colorado Avalanche 2017-2018 Salary Cap ,"$1,400,000 ","$1,250,000"
166,"$1,350,000 ",29,"$1,500,000",2.03,-,Andrew Hammond,G,-,Colorado Avalanche 2017-2018 Salary Cap ,"$1,350,000 ","$1,233,855"
167,"$1,000,000 ",24,"$1,000,000",1.51,-,Matt Nieto,LW,-,Colorado Avalanche 2017-2018 Salary Cap ,"$1,000,000 ","$1,000,000"
168,"$945,000 ",25,"$945,000",1.42,-,Patrik Nemeth,D,-,Colorado Avalanche 2017-2018 Salary Cap ,"$945,000 ","$945,000"
169,"$925,000 ",22,"$832,500",1.39,"$75,000",J.T Compher,C,"$92,500",Colorado Avalanche 2017-2018 Salary Cap ,"$925,000 ","$925,000"
