,age,assists,dps,es_assists,es_blocks,es_faceoff_losses,es_faceoff_pct,es_faceoff_wins,es_goals,es_hits,games_played,goals,gw_goals,ops,penalty_minutes,player,plus_minus,point_shares,points,position,pp_assists,pp_goals,sh_assists,sh_goals,shot_pct,shots,team,toi,toi_avg,year
136,23,0,0.0,,0.0,0.0,,0.0,0,0,26,0,0,0.0,2,Jhonas Enroth,0,4.9,0,G,,0,,0,,0,Buffalo Sabres,1399,53:49,2012
137,24,0,-0.2,0.0,0.0,0.0,,0.0,0,3,5,0,0,0.0,12,Joe Finley,-3,-0.2,0,D,0.0,0,0.0,0,0.0,1,Buffalo Sabres,39,7:48,2012
138,28,0,0.0,,,,,,0,0,2,0,0,0.0,0,Drew MacIntyre,0,0.2,0,G,,0,,0,,0,Buffalo Sabres,43,21:45,2012
139,31,0,0.0,,0.0,0.0,,0.0,0,0,61,0,0,0.0,0,Ryan Miller,0,11.4,0,G,,0,,0,,0,Buffalo Sabres,3536,57:58,2012
140,29,0,-0.1,0.0,0.0,0.0,,0.0,0,0,2,0,0,0.0,0,Colin Stuart,-3,-0.2,0,LW,0.0,0,0.0,0,,0,Buffalo Sabres,12,6:12,2012
141,27,0,0.0,0.0,1.0,0.0,,0.0,0,3,2,0,0,-0.1,0,Derek Whitmore,0,0.0,0,LW,0.0,0,0.0,0,0.0,2,Buffalo Sabres,25,12:31,2012
142,34,35,1.7,24.0,43.0,212.0,50.2,214.0,24,124,82,32,5,6.6,43,Jarome Iginla,-10,8.3,67,RW,11.0,8,0.0,0,12.7,251,Calgary Flames,1690,20:36,2012
143,33,38,1.5,23.0,31.0,713.0,46.5,620.0,14,53,82,23,5,5.2,54,Olli Jokinen,-12,6.7,61,C,15.0,9,0.0,0,10.3,223,Calgary Flames,1555,18:58,2012
144,32,36,1.9,21.0,47.0,42.0,37.3,25.0,11,22,64,13,3,3.6,28,Alex Tanguay,7,5.5,49,LW,14.0,1,1.0,1,15.5,84,Calgary Flames,1219,19:03,2012
145,29,22,1.0,16.0,49.0,41.0,50.0,41.0,17,81,67,26,3,5.1,62,Curtis Glencross,-13,6.0,48,LW,5.0,8,1.0,1,23.6,110,Calgary Flames,1208,18:01,2012
146,28,24,3.4,16.0,118.0,0.0,,0.0,3,69,82,5,1,1.4,26,Jay Bouwmeester,-21,4.8,29,D,8.0,2,0.0,0,4.7,107,Calgary Flames,2129,25:57,2012
147,28,14,1.2,11.0,22.0,19.0,26.9,7.0,12,55,61,14,2,2.0,16,Lee Stempniak,-2,3.2,28,RW,3.0,2,0.0,0,10.8,130,Calgary Flames,990,16:14,2012
148,28,18,3.4,12.0,127.0,0.0,,0.0,4,84,61,9,0,2.5,75,Mark Giordano,0,5.9,27,D,5.0,5,1.0,0,7.2,125,Calgary Flames,1404,23:01,2012
149,29,8,0.5,4.0,10.0,105.0,47.2,94.0,9,10,28,11,2,2.0,16,Mike Cammalleri,-4,2.5,19,C,4.0,2,0.0,0,17.2,64,Calgary Flames,518,18:30,2012
150,28,10,0.9,8.0,33.0,308.0,51.8,331.0,8,49,61,8,1,0.7,29,Matt Stajan,-3,1.6,18,C,2.0,0,0.0,0,10.4,77,Calgary Flames,794,13:01,2012
151,30,3,0.7,1.0,10.0,4.0,69.2,9.0,10,48,38,13,1,1.5,41,Rene Bourque,-3,2.2,16,LW,2.0,3,0.0,0,14.3,91,Calgary Flames,652,17:10,2012
152,25,10,1.2,10.0,18.0,56.0,32.5,27.0,5,108,58,5,0,-0.4,24,Blake Comeau,0,0.8,15,RW,0.0,0,0.0,0,4.3,117,Calgary Flames,934,16:06,2012
153,25,13,2.8,10.0,115.0,0.0,,0.0,2,70,68,2,0,0.2,34,Chris Butler,-9,3.0,15,D,3.0,0,0.0,0,3.2,62,Calgary Flames,1469,21:36,2012
154,21,12,2.4,7.0,38.0,0.0,,0.0,1,43,54,2,2,0.8,14,T.J. Brodie,3,3.2,14,D,5.0,1,0.0,0,4.5,44,Calgary Flames,890,16:29,2012
155,33,8,0.6,8.0,48.0,59.0,29.8,25.0,2,124,81,4,1,-1.0,57,Tom Kostopoulos,-15,-0.4,12,RW,0.0,1,0.0,1,4.4,91,Calgary Flames,998,12:19,2012
156,33,10,3.0,9.0,126.0,0.0,100.0,1.0,2,60,78,2,0,-0.3,38,Scott Hannan,-10,2.7,12,D,0.0,0,1.0,0,4.1,49,Calgary Flames,1588,20:21,2012
157,22,7,0.2,6.0,19.0,271.0,45.4,225.0,2,25,41,4,2,-0.1,16,Mikael Backlund,-13,0.2,11,C,1.0,2,0.0,0,4.7,85,Calgary Flames,631,15:23,2012
158,36,7,0.4,5.0,15.0,148.0,50.3,150.0,4,5,28,4,0,0.6,6,Brendan Morrison,-1,1.1,11,C,2.0,0,0.0,0,12.1,33,Calgary Flames,385,13:45,2012
159,20,8,0.9,8.0,20.0,258.0,41.5,183.0,3,28,61,3,1,-0.2,14,Roman Horak,3,0.8,11,C,0.0,0,0.0,0,5.7,53,Calgary Flames,622,10:12,2012
160,27,9,1.7,5.0,55.0,0.0,,0.0,2,27,47,2,1,0.6,12,Derek Smith,-1,2.4,11,D,4.0,0,0.0,0,4.5,44,Calgary Flames,749,15:56,2012
161,27,8,1.3,6.0,48.0,0.0,,0.0,1,17,32,2,1,0.8,6,Anton Babchuk,2,2.1,10,D,2.0,1,0.0,0,4.2,48,Calgary Flames,464,14:29,2012
162,30,7,0.4,7.0,24.0,127.0,42.3,93.0,2,43,32,2,0,0.0,12,Dave Moss,-3,0.4,9,LW,0.0,0,0.0,0,2.4,82,Calgary Flames,448,14:01,2012
163,30,6,0.0,6.0,16.0,19.0,44.1,15.0,1,160,75,1,0,-1.0,94,Tim Jackman,-21,-1.1,7,RW,0.0,0,0.0,0,1.0,103,Calgary Flames,684,9:07,2012
164,33,6,2.5,6.0,60.0,0.0,,0.0,1,144,62,1,0,-0.3,66,Cory Sarich,1,2.3,7,D,0.0,0,0.0,0,2.8,36,Calgary Flames,999,16:07,2012
165,22,2,0.4,2.0,2.0,14.0,36.4,8.0,3,26,22,3,1,0.3,2,Paul Byron,3,0.7,5,C,0.0,0,0.0,0,23.1,13,Calgary Flames,225,10:14,2012
166,32,3,0.3,3.0,2.0,2.0,33.3,1.0,0,3,8,1,1,0.2,2,Niklas Hagman,3,0.5,4,LW,0.0,1,0.0,0,7.1,14,Calgary Flames,113,14:11,2012
167,25,3,0.5,2.0,24.0,134.0,43.0,101.0,1,25,21,1,1,-0.3,8,Blair Jones,2,0.2,4,C,1.0,0,0.0,0,2.7,37,Calgary Flames,303,14:25,2012
168,19,0,0.2,0.0,0.0,0.0,,0.0,3,5,5,3,0,0.5,4,Sven Baertschi,2,0.7,3,LW,0.0,0,0.0,0,30.0,10,Calgary Flames,56,11:08,2012
169,22,1,0.2,1.0,0.0,0.0,,0.0,2,6,2,2,0,0.5,12,Akim Aliu,3,0.7,3,RW,0.0,0,0.0,0,66.7,3,Calgary Flames,22,11:02,2012
170,21,2,0.1,2.0,26.0,11.0,50.0,11.0,1,45,27,1,0,-0.3,11,Lance Bouma,-5,-0.2,3,C,0.0,0,0.0,0,3.8,26,Calgary Flames,274,10:10,2012
171,30,1,0.1,1.0,0.0,13.0,56.7,17.0,0,13,13,0,0,-0.3,2,Krys Kolanos,-1,-0.1,1,C,0.0,0,0.0,0,0.0,29,Calgary Flames,128,9:51,2012
172,26,0,-0.1,0.0,1.0,0.0,,0.0,0,0,2,0,0,0.0,0,Brett Carson,-2,-0.1,0,D,0.0,0,0.0,0,0.0,1,Calgary Flames,23,11:22,2012
173,26,0,0.1,0.0,2.0,1.0,50.0,1.0,0,16,10,0,0,-0.1,25,Guillaume Desbiens,-1,0.0,0,D,0.0,0,0.0,0,0.0,2,Calgary Flames,71,7:07,2012
174,23,0,0.0,,0.0,0.0,,0.0,0,0,7,0,0,0.0,0,Leland Irving,0,1.4,0,G,,0,,0,,0,Calgary Flames,394,56:21,2012
175,33,0,0.0,0.0,1.0,0.0,,0.0,0,3,1,0,0,0.0,0,Raitis Ivanans,-1,-0.1,0,LW,0.0,0,0.0,0,,0,Calgary Flames,11,11:05,2012
176,28,0,0.0,,0.0,0.0,,0.0,0,0,9,0,0,0.0,0,Henrik Karlsson,0,1.1,0,G,,0,,0,,0,Calgary Flames,454,50:28,2012
177,35,0,0.0,,0.0,0.0,,0.0,0,0,70,0,0,0.0,0,Miikka Kiprusoff,0,14.1,0,G,,0,,0,,0,Calgary Flames,4128,58:58,2012
178,26,0,0.1,0.0,0.0,0.0,,0.0,0,2,3,0,0,0.0,10,Pierre-Luc Letourneau-Leblond,1,0.0,0,RW,0.0,0,0.0,0,0.0,3,Calgary Flames,15,4:51,2012
179,21,0,0.1,0.0,1.0,29.0,39.6,19.0,0,3,9,0,0,-0.2,0,Greg Nemisz,1,-0.1,0,C,0.0,0,0.0,0,0.0,2,Calgary Flames,69,7:43,2012
180,27,0,-0.3,0.0,5.0,0.0,,0.0,0,6,5,0,0,-0.1,2,Joe Piskula,-5,-0.4,0,D,0.0,0,0.0,0,0.0,2,Calgary Flames,54,10:54,2012
181,28,0,0.2,0.0,2.0,0.0,,0.0,0,1,5,0,0,-0.1,4,Clay Wilson,0,0.1,0,D,0.0,0,0.0,0,0.0,7,Calgary Flames,66,13:15,2012
182,27,46,1.1,28.0,35.0,799.0,52.5,882.0,14,48,82,24,3,6.0,48,Eric Staal,-20,7.1,70,C,16.0,7,2.0,3,9.2,262,Carolina Hurricanes,1767,21:33,2012
183,28,34,1.5,19.0,48.0,373.0,55.2,459.0,7,41,79,12,3,2.8,54,Jussi Jokinen,-2,4.3,46,LW,15.0,3,0.0,2,10.2,118,Carolina Hurricanes,1396,17:40,2012
184,19,24,1.0,15.0,15.0,92.0,42.1,67.0,16,44,64,20,5,4.1,56,Jeff Skinner,-8,5.1,44,RW,9.0,4,0.0,0,9.5,210,Carolina Hurricanes,1192,18:37,2012
185,23,19,1.4,14.0,57.0,8.0,27.3,3.0,15,83,79,17,1,2.9,26,Jiri Tlusty,1,4.2,36,C,4.0,2,1.0,0,12.5,136,Carolina Hurricanes,1178,14:54,2012
186,28,16,1.2,14.0,24.0,80.0,35.5,44.0,15,151,72,18,2,2.7,50,Tuomo Ruutu,-3,3.9,34,C,2.0,3,0.0,0,11.5,156,Carolina Hurricanes,1185,16:28,2012
187,29,13,0.6,9.0,15.0,25.0,41.9,18.0,15,131,67,19,5,2.8,48,Chad Larose,-15,3.4,32,RW,4.0,3,0.0,1,9.5,199,Carolina Hurricanes,1123,16:46,2012
188,22,15,1.5,14.0,85.0,641.0,50.5,654.0,12,53,82,17,0,1.7,21,Brandon Sutter,-3,3.2,32,C,1.0,2,0.0,3,9.9,171,Carolina Hurricanes,1427,17:24,2012
189,23,19,2.8,13.0,106.0,0.0,,0.0,3,15,76,8,1,2.3,4,Jamie McBain,-7,5.1,27,D,6.0,5,0.0,0,6.3,127,Carolina Hurricanes,1505,19:48,2012
190,27,12,0.6,8.0,33.0,293.0,48.7,278.0,8,64,79,12,3,1.8,27,Tim Brent,-8,2.4,24,C,4.0,3,0.0,1,16.9,71,Carolina Hurricanes,860,10:53,2012
191,29,14,2.5,11.0,153.0,0.0,,0.0,7,117,72,9,2,2.0,60,Jay Harrison,-10,4.5,23,D,3.0,2,0.0,0,7.0,128,Carolina Hurricanes,1480,20:33,2012
192,19,14,2.0,7.0,85.0,0.0,,0.0,3,113,66,8,2,1.7,29,Justin Faulk,-16,3.8,22,D,7.0,5,0.0,0,7.9,101,Carolina Hurricanes,1508,22:51,2012
193,27,11,0.6,9.0,15.0,14.0,17.6,3.0,9,92,77,9,1,1.6,30,Anthony Stewart,-2,2.2,20,C,2.0,0,0.0,0,14.1,64,Carolina Hurricanes,626,8:07,2012
194,29,17,4.9,14.0,112.0,0.0,,0.0,1,129,82,1,0,0.2,71,Tim Gleason,12,5.1,18,D,2.0,0,1.0,0,1.5,65,Carolina Hurricanes,1698,20:43,2012
195,28,12,0.2,6.0,43.0,0.0,,0.0,3,27,30,5,2,1.8,16,Joni Pitkanen,-15,2.0,17,D,6.0,2,0.0,0,8.1,62,Carolina Hurricanes,669,22:18,2012
196,31,8,0.3,5.0,25.0,5.0,37.5,3.0,3,94,49,7,0,0.5,26,Alexei Ponikarovsky,-12,0.8,15,LW,3.0,4,0.0,0,7.1,98,Carolina Hurricanes,729,14:52,2012
197,31,13,3.5,12.0,188.0,0.0,,0.0,1,111,82,1,1,-0.1,76,Bryan Allen,-1,3.4,14,D,0.0,0,1.0,0,1.1,87,Carolina Hurricanes,1571,19:10,2012
198,22,7,0.6,6.0,10.0,0.0,,0.0,6,54,37,6,0,0.8,4,Drayson Bowman,2,1.5,13,C,1.0,0,0.0,0,8.6,70,Carolina Hurricanes,494,13:21,2012
199,28,7,1.3,6.0,62.0,14.0,51.7,15.0,3,129,73,5,0,-1.2,23,Patrick Dwyer,0,0.0,12,RW,1.0,0,0.0,2,4.2,120,Carolina Hurricanes,1122,15:22,2012
200,37,7,1.6,5.0,43.0,0.0,,0.0,2,17,34,5,1,1.3,6,Jaroslav Spacek,4,2.9,12,D,2.0,3,0.0,0,13.5,37,Carolina Hurricanes,554,16:18,2012
201,33,9,0.2,5.0,27.0,0.0,,0.0,0,9,29,0,0,0.4,2,Tomas Kaberle,-12,0.6,9,D,4.0,0,0.0,0,0.0,38,Carolina Hurricanes,558,19:15,2012
202,24,4,0.5,4.0,13.0,1.0,50.0,1.0,3,60,48,3,0,-0.5,6,Andreas Nodl,-4,0.0,7,RW,0.0,0,0.0,0,5.0,60,Carolina Hurricanes,579,12:04,2012
203,24,3,0.1,2.0,5.0,0.0,,0.0,1,10,16,2,0,0.3,8,Jerome Samson,-3,0.4,5,RW,1.0,1,0.0,0,6.5,31,Carolina Hurricanes,196,12:17,2012
204,24,2,-0.2,1.0,30.0,0.0,100.0,1.0,2,47,44,2,0,0.2,35,Derek Joslin,-15,-0.1,4,D,1.0,0,0.0,0,5.6,36,Carolina Hurricanes,466,10:35,2012
205,22,2,0.0,2.0,4.0,6.0,45.5,5.0,1,16,16,1,0,0.0,4,Zac Dalpe,-3,0.1,3,C,0.0,0,0.0,0,5.0,20,Carolina Hurricanes,153,9:35,2012
206,24,3,0.1,3.0,1.0,7.0,66.7,14.0,0,23,15,0,0,0.0,11,Brett Sutter,-1,0.1,3,C,0.0,0,0.0,0,0.0,11,Carolina Hurricanes,114,7:34,2012
207,22,2,0.0,2.0,2.0,2.0,50.0,2.0,0,16,16,0,0,-0.2,0,Zach Boychuk,-3,-0.1,2,C,0.0,0,0.0,0,0.0,10,Carolina Hurricanes,143,8:55,2012
208,27,0,0.0,,0.0,0.0,,0.0,1,0,68,1,0,0.0,4,Cam Ward,0,13.4,1,G,,0,,0,,0,Carolina Hurricanes,3988,58:39,2012
209,22,1,0.1,1.0,1.0,24.0,31.4,11.0,0,1,5,0,0,0.0,2,Riley Nash,1,0.1,1,C,0.0,0,0.0,0,0.0,2,Carolina Hurricanes,53,10:34,2012
210,35,0,0.0,,0.0,0.0,,0.0,0,0,10,0,0,0.0,0,Brian Boucher,0,0.6,0,G,,0,,0,,0,Carolina Hurricanes,546,54:38,2012
211,23,0,0.0,,,,,,0,0,2,0,0,0.0,0,Mike Murphy,0,0.1,0,G,,0,,0,,0,Carolina Hurricanes,36,18:03,2012
212,25,0,0.0,,,,,,0,0,7,0,0,0.0,0,Justin Peters,0,1.9,0,G,,0,,0,,0,Carolina Hurricanes,387,55:18,2012
213,23,0,0.1,0.0,2.0,0.0,,0.0,0,1,3,0,0,0.0,0,Bobby Sanguinetti,0,0.0,0,D,0.0,0,0.0,0,0.0,5,Carolina Hurricanes,36,11:56,2012
214,23,0,0.0,0.0,0.0,9.0,30.8,4.0,0,3,1,0,0,0.0,4,Jeremy Welsh,0,0.0,0,LW,0.0,0,0.0,0,0.0,2,Carolina Hurricanes,17,16:32,2012
215,33,48,2.1,36.0,40.0,6.0,33.3,3.0,18,73,81,29,4,7.3,20,Marian Hossa,18,9.4,77,RW,11.0,9,1.0,2,11.7,248,Chicago Blackhawks,1617,19:58,2012
216,30,36,2.4,26.0,18.0,152.0,47.8,139.0,25,80,74,33,8,7.3,38,Patrick Sharp,28,9.7,69,C,10.0,7,0.0,1,11.7,282,Chicago Blackhawks,1473,19:54,2012
217,23,43,1.6,35.0,27.0,329.0,42.2,240.0,19,19,82,23,5,5.3,40,Patrick Kane,7,6.9,66,RW,8.0,4,0.0,0,9.1,253,Chicago Blackhawks,1656,20:12,2012
218,23,28,1.7,19.0,14.0,462.0,59.4,675.0,23,32,59,29,4,6.2,28,Jonathan Toews,17,7.9,57,C,7.0,5,2.0,1,15.7,185,Chicago Blackhawks,1230,20:51,2012
219,26,21,1.2,21.0,24.0,6.0,45.5,5.0,22,91,79,22,6,4.1,34,Viktor Stalberg,6,5.3,43,LW,0.0,0,0.0,0,10.2,215,Chicago Blackhawks,1112,14:04,2012
220,28,36,4.5,22.0,121.0,0.0,,0.0,3,45,74,4,1,2.6,42,Duncan Keith,15,7.1,40,D,12.0,1,2.0,0,2.5,162,Chicago Blackhawks,1990,26:54,2012
221,25,18,1.0,13.0,38.0,621.0,48.4,582.0,9,58,76,19,2,2.7,47,Dave Bolland,0,3.7,37,C,5.0,7,0.0,3,15.1,126,Chicago Blackhawks,1254,16:30,2012
222,20,34,1.9,23.0,78.0,0.0,,0.0,3,67,82,3,0,2.4,10,Nick Leddy,-12,4.3,37,D,11.0,0,0.0,0,3.2,94,Chicago Blackhawks,1811,22:05,2012
223,26,25,5.0,22.0,165.0,0.0,,0.0,7,198,78,9,3,2.5,22,Brent Seabrook,21,7.5,34,D,2.0,2,1.0,0,5.8,156,Chicago Blackhawks,1929,24:43,2012
224,38,15,0.3,12.0,15.0,7.0,50.0,7.0,8,21,78,12,0,1.4,4,Andrew Brunette,-13,1.7,27,LW,3.0,4,0.0,0,16.0,75,Chicago Blackhawks,1057,13:33,2012
225,21,17,1.4,14.0,36.0,335.0,45.9,284.0,9,26,71,9,1,0.8,22,Marcus Kruger,11,2.2,26,C,3.0,0,0.0,0,10.1,89,Chicago Blackhawks,1093,15:24,2012
226,25,15,0.6,15.0,23.0,1.0,0.0,0.0,9,128,71,9,0,1.3,48,Bryan Bickell,-3,1.8,24,LW,0.0,0,0.0,0,10.7,84,Chicago Blackhawks,862,12:08,2012
227,20,11,0.4,7.0,21.0,47.0,46.6,41.0,12,82,37,12,2,2.3,50,Andrew Shaw,-1,2.7,23,C,4.0,0,0.0,0,16.2,74,Chicago Blackhawks,563,15:12,2012
228,37,9,0.5,8.0,25.0,245.0,56.1,313.0,6,102,81,6,1,0.1,91,Jamal Mayers,-4,0.6,15,RW,1.0,0,0.0,0,8.6,70,Chicago Blackhawks,794,9:48,2012
229,23,10,0.2,9.0,32.0,32.0,33.3,16.0,5,56,63,5,0,-0.1,22,Michael Frolik,-10,0.2,15,C,0.0,0,1.0,0,4.3,117,Chicago Blackhawks,811,12:52,2012
230,24,14,3.0,13.0,142.0,0.0,,0.0,1,42,69,1,0,0.1,14,Niklas Hjalmarsson,9,3.2,15,D,0.0,0,1.0,0,1.5,65,Chicago Blackhawks,1392,20:11,2012
231,32,9,1.6,5.0,46.0,0.0,,0.0,3,49,52,5,1,1.2,45,Steve Montador,4,2.8,14,D,4.0,2,0.0,0,8.8,57,Chicago Blackhawks,768,14:46,2012
232,27,9,0.7,9.0,9.0,2.0,50.0,2.0,2,76,28,2,0,0.5,82,Daniel Carcillo,10,1.2,11,LW,0.0,0,0.0,0,7.4,27,Chicago Blackhawks,319,11:24,2012
233,22,4,0.1,3.0,6.0,5.0,50.0,5.0,4,50,31,5,0,0.7,16,Jimmy Hayes,-3,0.8,9,RW,1.0,1,0.0,0,12.2,41,Chicago Blackhawks,318,10:15,2012
234,40,7,0.6,7.0,44.0,0.0,,0.0,0,46,51,0,0,0.0,23,Sean O'Donnell,-6,0.6,7,D,0.0,0,0.0,0,0.0,30,Chicago Blackhawks,689,13:31,2012
235,30,4,1.0,4.0,42.0,0.0,,0.0,1,11,18,1,0,0.2,0,Johnny Oduya,3,1.1,5,D,0.0,0,0.0,0,3.3,30,Chicago Blackhawks,440,24:25,2012
236,27,2,0.7,2.0,9.0,0.0,,0.0,1,24,26,1,0,0.1,4,Sami Lepisto,3,0.8,3,D,0.0,0,0.0,0,5.3,19,Chicago Blackhawks,275,10:34,2012
237,23,0,-0.1,0.0,5.0,7.0,50.0,7.0,2,6,13,2,0,0.1,0,Ben Smith,-5,0.0,2,RW,0.0,0,0.0,0,11.1,18,Chicago Blackhawks,128,9:49,2012
238,20,2,0.1,2.0,2.0,28.0,48.1,26.0,0,5,5,0,0,0.0,0,Brandon Pirri,2,0.2,2,C,0.0,0,0.0,0,0.0,5,Chicago Blackhawks,68,13:31,2012
239,29,1,0.0,,0.0,0.0,,0.0,0,0,34,0,0,0.0,2,Ray Emery,0,3.8,1,G,,0,,0,,0,Chicago Blackhawks,1774,52:10,2012
240,21,1,0.2,1.0,23.0,0.0,,0.0,0,43,28,0,0,-0.3,6,Dylan Olsen,-5,-0.2,1,D,0.0,0,0.0,0,0.0,16,Chicago Blackhawks,365,13:02,2012
241,29,1,0.3,1.0,10.0,0.0,,0.0,0,29,29,0,0,-0.1,48,John Scott,0,0.2,1,D,0.0,0,0.0,0,0.0,8,Chicago Blackhawks,201,6:56,2012
242,25,0,0.0,0.0,6.0,0.0,,0.0,0,27,18,0,0,-0.3,58,Brandon Bollig,-2,-0.3,0,LW,0.0,0,0.0,0,0.0,16,Chicago Blackhawks,106,5:53,2012
243,27,0,0.0,,0.0,0.0,,0.0,0,0,57,0,0,0.0,0,Corey Crawford,0,7.3,0,G,,0,,0,,0,Chicago Blackhawks,3218,56:28,2012
244,20,0,0.0,0.0,0.0,0.0,,0.0,0,4,3,0,0,-0.1,0,Jeremy Morin,-1,-0.1,0,LW,0.0,0,0.0,0,0.0,2,Chicago Blackhawks,27,8:52,2012
245,36,0,-0.1,0.0,6.0,51.0,46.9,45.0,0,3,11,0,0,-0.4,6,Brendan Morrison,-4,-0.5,0,C,0.0,0,0.0,0,0.0,10,Chicago Blackhawks,136,12:22,2012
246,26,0,0.0,0.0,1.0,2.0,0.0,0.0,0,7,6,0,0,-0.2,6,Rostislav Olesz,-1,-0.2,0,C,0.0,0,0.0,0,0.0,6,Chicago Blackhawks,55,9:06,2012
247,19,0,0.0,0.0,1.0,0.0,,0.0,0,0,2,0,0,-0.1,0,Brandon Saad,0,-0.1,0,LW,0.0,0,0.0,0,0.0,3,Chicago Blackhawks,28,14:01,2012
248,20,37,2.0,26.0,50.0,681.0,52.8,762.0,14,62,81,18,3,3.7,12,Ryan O'Reilly,-1,5.7,55,C,11.0,4,0.0,0,9.5,189,Colorado Avalanche,1582,19:32,2012
249,26,32,1.6,20.0,49.0,635.0,55.4,789.0,14,40,79,21,2,4.1,34,Paul Stastny,-8,5.7,53,C,12.0,7,0.0,0,11.1,190,Colorado Avalanche,1488,18:50,2012
250,19,30,2.8,22.0,58.0,28.0,22.2,8.0,16,219,82,22,5,4.0,51,Gabriel Landeskog,20,6.8,52,LW,6.0,6,2.0,0,8.1,270,Colorado Avalanche,1526,18:37,2012
251,27,17,1.1,14.0,24.0,18.0,47.1,16.0,16,85,72,20,5,3.2,32,David Jones,-8,4.3,37,RW,3.0,3,0.0,1,14.7,136,Colorado Avalanche,1134,15:45,2012
252,35,23,1.2,15.0,29.0,6.0,25.0,2.0,8,35,81,14,1,1.8,14,Milan Hejduk,-12,3.1,37,RW,8.0,6,0.0,0,8.2,170,Colorado Avalanche,1378,17:01,2012
253,21,14,0.7,10.0,41.0,191.0,51.2,200.0,9,43,58,14,2,2.1,8,Matt Duchene,-11,2.8,28,C,4.0,5,0.0,0,10.6,132,Colorado Avalanche,945,16:17,2012
254,23,22,3.0,11.0,94.0,0.0,,0.0,3,123,73,4,1,1.6,26,Erik Johnson,-7,4.6,26,D,11.0,1,0.0,0,2.6,155,Colorado Avalanche,1521,20:50,2012
255,26,18,2.8,10.0,70.0,1.0,0.0,0.0,2,68,54,5,1,1.7,60,Kyle Quincey,-1,4.5,23,D,6.0,3,2.0,0,3.8,131,Colorado Avalanche,1207,22:21,2012
256,24,20,3.6,16.0,70.0,1.0,0.0,0.0,1,97,59,1,0,1.2,33,Ryan Wilson,11,4.8,21,D,4.0,0,0.0,0,1.6,63,Colorado Avalanche,1105,18:44,2012
257,28,17,3.7,15.0,86.0,0.0,,0.0,2,138,76,3,0,0.9,105,Shane O'Brien,2,4.5,20,D,1.0,1,1.0,0,2.6,114,Colorado Avalanche,1461,19:13,2012
258,33,14,2.5,14.0,134.0,0.0,100.0,1.0,5,142,81,5,1,0.7,24,Jan Hejda,-17,3.3,19,D,0.0,0,0.0,0,6.4,78,Colorado Avalanche,1675,20:41,2012
259,26,13,1.0,12.0,31.0,25.0,46.8,22.0,4,63,63,5,0,-0.6,42,Daniel Winnik,-11,0.4,18,C,0.0,0,1.0,1,3.2,155,Colorado Avalanche,1115,17:42,2012
260,28,7,1.1,7.0,54.0,425.0,51.3,448.0,9,72,80,10,1,-0.1,31,Jay McClement,-8,1.0,17,C,0.0,0,0.0,1,10.5,95,Colorado Avalanche,1100,13:45,2012
261,23,9,0.5,5.0,10.0,4.0,60.0,6.0,6,14,32,7,1,1.3,8,Peter Mueller,-3,1.7,16,C,4.0,1,0.0,0,8.5,82,Colorado Avalanche,469,14:39,2012
262,23,6,0.7,6.0,16.0,89.0,45.1,73.0,7,88,55,8,2,0.4,47,T.J. Galiardi,-6,1.1,14,LW,0.0,0,0.0,1,7.9,101,Colorado Avalanche,745,13:33,2012
263,29,7,0.5,6.0,20.0,15.0,31.8,7.0,6,62,58,7,2,0.4,51,Chuck Kobasew,-10,0.9,14,RW,1.0,0,0.0,1,10.8,65,Colorado Avalanche,687,11:51,2012
264,23,5,0.2,4.0,7.0,0.0,100.0,4.0,5,22,17,8,2,1.6,11,Jamie McGinn,-4,1.8,13,LW,1.0,3,0.0,0,14.5,55,Colorado Avalanche,283,16:40,2012
265,21,9,1.8,7.0,31.0,0.0,,0.0,4,3,39,4,1,1.1,8,Stefan Elliott,2,2.9,13,D,2.0,0,0.0,0,4.8,84,Colorado Avalanche,669,17:09,2012
266,24,11,0.8,9.0,6.0,5.0,50.0,5.0,2,32,20,2,1,0.7,16,Steve Downie,9,1.5,13,RW,2.0,0,0.0,0,4.9,41,Colorado Avalanche,342,17:06,2012
267,27,5,0.7,5.0,13.0,1.0,66.7,2.0,6,123,75,6,0,0.4,164,Cody McLeod,0,1.1,11,LW,0.0,0,0.0,0,9.7,62,Colorado Avalanche,540,7:12,2012
268,24,3,0.4,3.0,9.0,58.0,36.3,33.0,4,43,24,4,1,0.4,15,Mark Olver,0,0.8,7,C,0.0,0,0.0,0,16.0,25,Colorado Avalanche,311,12:57,2012
269,25,3,0.3,3.0,8.0,32.0,30.4,14.0,4,36,35,4,0,0.3,17,Kevin Porter,-2,0.7,7,RW,0.0,0,0.0,0,12.5,32,Colorado Avalanche,321,9:11,2012
270,27,6,2.9,6.0,141.0,0.0,,0.0,1,180,74,1,0,-0.8,57,Ryan O'Byrne,-5,2.2,7,D,0.0,0,0.0,0,2.4,42,Colorado Avalanche,1395,18:51,2012
271,26,3,1.2,3.0,30.0,1.0,0.0,0.0,3,24,33,3,0,0.3,8,Matt Hunwick,-3,1.5,6,D,0.0,0,0.0,0,7.5,40,Colorado Avalanche,596,18:04,2012
272,28,5,0.4,5.0,11.0,27.0,28.9,11.0,1,32,25,1,0,0.2,2,David Van Der Gulik,3,0.6,6,RW,0.0,0,0.0,0,5.0,20,Colorado Avalanche,205,8:12,2012
