,age,assists,dps,es_assists,es_blocks,es_faceoff_losses,es_faceoff_pct,es_faceoff_wins,es_goals,es_hits,games_played,goals,gw_goals,ops,penalty_minutes,player,plus_minus,point_shares,points,position,pp_assists,pp_goals,sh_assists,sh_goals,shot_pct,shots,team,toi,toi_avg,year
135,29,1,0.6,1.0,9.0,1.0,0.0,0.0,0,11,13,0,0,-0.1,18,Steve Montador,3,0.5,1,D,0.0,0,0.0,0,0.0,17,Boston Bruins,207,15:55,2009
136,34,1,0.0,,0.0,0.0,,0.0,0,0,54,0,0,0.0,6,Tim Thomas,0,14.7,1,G,,0,,0,,0,Boston Bruins,3259,60:21,2009
137,25,0,0.0,0.0,1.0,0.0,,0.0,0,3,1,0,0,0.0,0,Johnny Boychuk,0,0.0,0,D,0.0,0,0.0,0,,0,Boston Bruins,15,14:48,2009
138,34,0,0.0,,0.0,0.0,,0.0,0,0,28,0,0,0.0,2,Manny Fernandez,0,4.9,0,G,,0,,0,,0,Boston Bruins,1644,58:43,2009
139,21,0,0.0,0.0,0.0,0.0,,0.0,0,0,1,0,0,0.0,0,Mikko Lehtonen,0,0.0,0,RW,0.0,0,0.0,0,0.0,1,Boston Bruins,16,16:14,2009
140,21,0,0.0,,,,,,0,0,1,0,0,0.0,0,Tuukka Rask,0,0.6,0,G,,0,,0,,0,Boston Bruins,60,59:58,2009
141,25,42,1.8,21.0,44.0,724.0,50.7,745.0,18,41,82,28,9,5.3,38,Derek Roy,-5,7.1,70,C,21.0,9,0.0,1,12.7,221,Buffalo Sabres,1738,21:12,2009
142,26,46,1.7,28.0,50.0,42.0,37.3,25.0,13,44,82,20,2,4.4,18,Jason Pominville,-4,6.1,66,RW,18.0,6,0.0,1,8.4,239,Buffalo Sabres,1620,19:46,2009
143,25,24,1.4,18.0,27.0,5.0,16.7,1.0,18,34,73,40,5,7.3,44,Thomas Vanek,-1,8.7,64,LW,6.0,20,0.0,2,19.0,211,Buffalo Sabres,1255,17:12,2009
144,27,29,1.5,16.0,37.0,315.0,42.1,229.0,12,17,48,18,5,4.2,22,Tim Connolly,12,5.7,47,C,13.0,5,0.0,1,14.3,126,Buffalo Sabres,918,19:07,2009
145,23,25,1.5,17.0,18.0,16.0,20.0,4.0,11,80,79,20,0,3.3,29,Drew Stafford,3,4.8,45,RW,8.0,9,0.0,0,10.9,183,Buffalo Sabres,1235,15:38,2009
146,34,37,4.1,19.0,126.0,0.0,,0.0,4,78,80,8,0,3.5,38,Jaroslav Spacek,2,7.5,45,D,18.0,4,0.0,0,6.2,130,Buffalo Sabres,1782,22:17,2009
147,30,19,0.7,9.0,13.0,47.0,39.0,30.0,5,93,56,13,1,2.3,28,Ales Kotalik,-7,3.0,32,RW,10.0,8,0.0,0,8.5,153,Buffalo Sabres,853,15:14,2009
148,23,14,1.0,9.0,33.0,142.0,34.9,76.0,12,80,71,17,0,2.2,56,Clarke MacArthur,-4,3.2,31,LW,5.0,5,0.0,0,15.7,108,Buffalo Sabres,982,13:50,2009
149,26,17,1.3,12.0,39.0,406.0,52.7,452.0,8,141,62,12,1,1.4,108,Paul Gaustad,4,2.7,29,C,5.0,3,0.0,1,9.8,122,Buffalo Sabres,999,16:06,2009
150,31,15,1.0,11.0,38.0,303.0,43.7,235.0,8,29,70,12,1,0.6,33,Jochen Hecht,-9,1.6,27,C,2.0,3,2.0,1,6.9,173,Buffalo Sabres,1218,17:24,2009
151,24,15,1.0,13.0,27.0,14.0,17.6,3.0,12,84,73,12,2,1.6,20,Daniel Paille,0,2.6,27,LW,0.0,0,2.0,0,15.0,80,Buffalo Sabres,869,11:54,2009
152,34,22,3.1,11.0,73.0,0.0,,0.0,1,57,64,2,0,1.2,125,Craig Rivet,4,4.3,24,D,10.0,1,1.0,0,2.5,80,Buffalo Sabres,1295,20:14,2009
153,31,20,3.8,14.0,166.0,0.0,,0.0,3,165,80,3,0,0.7,70,Toni Lydman,0,4.5,23,D,5.0,0,1.0,0,3.0,99,Buffalo Sabres,1742,21:47,2009
154,29,14,0.4,7.0,11.0,3.0,0.0,0.0,6,20,48,6,0,1.0,20,Maxim Afinogenov,-7,1.4,20,RW,7.0,0,0.0,0,6.5,93,Buffalo Sabres,605,12:36,2009
155,29,11,1.1,11.0,20.0,214.0,48.3,200.0,8,107,75,8,1,0.6,95,Adam Mair,4,1.6,19,C,0.0,0,0.0,0,10.7,75,Buffalo Sabres,793,10:35,2009
156,22,16,2.2,12.0,94.0,1.0,0.0,0.0,2,64,69,3,1,0.6,22,Andrej Sekera,-11,2.9,19,D,4.0,1,0.0,0,3.6,84,Buffalo Sabres,1428,20:42,2009
157,40,15,1.9,10.0,45.0,0.0,,0.0,1,12,57,2,1,0.8,22,Teppo Numminen,-4,2.7,17,D,5.0,1,0.0,0,5.9,34,Buffalo Sabres,998,17:30,2009
158,27,5,0.6,4.0,19.0,127.0,46.9,112.0,7,21,45,7,2,0.9,12,Matt Ellis,4,1.5,12,LW,1.0,0,0.0,0,9.6,73,Buffalo Sabres,397,8:50,2009
159,30,11,2.5,10.0,81.0,0.0,,0.0,1,48,66,1,1,-0.1,36,Henrik Tallinder,-2,2.4,12,D,1.0,0,0.0,0,2.9,35,Buffalo Sabres,1216,18:26,2009
160,22,5,0.6,5.0,27.0,4.0,20.0,1.0,4,137,51,4,0,0.1,89,Patrick Kaleta,1,0.6,9,RW,0.0,0,0.0,0,11.4,35,Buffalo Sabres,455,8:55,2009
161,22,4,2.6,4.0,60.0,0.0,,0.0,2,37,47,2,1,-0.1,18,Chris Butler,11,2.5,6,D,0.0,0,0.0,0,5.6,36,Buffalo Sabres,786,16:43,2009
162,25,4,0.9,3.0,13.0,0.0,,0.0,2,11,23,2,0,0.5,25,Nathan Paetsch,3,1.4,6,D,1.0,0,0.0,0,9.5,21,Buffalo Sabres,280,12:11,2009
163,28,3,0.3,2.0,8.0,116.0,51.1,121.0,1,9,18,1,0,-0.3,23,Dominic Moore,-1,0.0,4,C,1.0,0,0.0,0,3.0,33,Buffalo Sabres,274,15:12,2009
164,23,1,-0.1,0.0,1.0,3.0,57.1,4.0,1,8,7,1,0,0.0,4,Mark Mancari,-4,0.0,2,RW,1.0,0,0.0,0,4.8,21,Buffalo Sabres,93,13:16,2009
165,21,1,0.3,0.0,0.0,0.0,100.0,1.0,0,11,10,0,0,-0.3,4,Nathan Gerbe,3,0.0,1,C,1.0,0,0.0,0,0.0,24,Buffalo Sabres,136,13:37,2009
166,28,1,0.0,1.0,2.0,1.0,0.0,0.0,0,10,28,0,0,-0.2,81,Andrew Peters,-2,-0.2,1,LW,0.0,0,0.0,0,0.0,10,Buffalo Sabres,113,4:01,2009
167,21,0,0.3,0.0,3.0,0.0,,0.0,0,3,4,0,0,-0.1,2,Marc-Andre Gragnani,2,0.2,0,D,0.0,0,0.0,0,0.0,3,Buffalo Sabres,62,15:23,2009
168,22,0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,0,0,0.0,0,Tim Kennedy,0,0.0,0,LW,0.0,0,0.0,0,0.0,1,Buffalo Sabres,11,11:04,2009
169,34,0,0.0,,0.0,0.0,,0.0,0,0,24,0,0,0.0,0,Patrick Lalime,0,3.3,0,G,,0,,0,,0,Buffalo Sabres,1297,54:02,2009
170,28,0,0.0,,0.0,0.0,,0.0,0,0,59,0,0,0.0,4,Ryan Miller,0,12.5,0,G,,0,,0,,0,Buffalo Sabres,3443,58:22,2009
171,29,0,0.0,,0.0,0.0,,0.0,0,0,6,0,0,0.0,0,Mikael Tellqvist,0,1.0,0,G,,0,,0,,0,Buffalo Sabres,230,38:18,2009
172,21,0,0.0,0.0,8.0,0.0,,0.0,0,16,7,0,0,-0.1,19,Mike Weber,-3,-0.1,0,D,0.0,0,0.0,0,0.0,2,Buffalo Sabres,99,14:10,2009
173,31,54,1.7,32.0,15.0,235.0,52.7,262.0,25,80,82,35,4,7.8,37,Jarome Iginla,-2,9.5,89,RW,22.0,10,0.0,0,12.1,289,Calgary Flames,1772,21:37,2009
174,26,43,1.3,28.0,18.0,143.0,60.3,217.0,20,21,81,39,6,8.5,44,Mike Cammalleri,-2,9.8,82,LW,15.0,19,0.0,0,15.3,255,Calgary Flames,1422,17:33,2009
175,32,28,1.3,16.0,30.0,385.0,47.2,344.0,17,41,73,21,3,3.7,20,Daymond Langkow,1,5.0,49,C,12.0,4,0.0,0,13.0,161,Calgary Flames,1255,17:11,2009
176,37,36,2.1,35.0,49.0,645.0,52.8,722.0,11,42,82,12,1,2.6,28,Craig Conroy,20,4.7,48,C,0.0,0,1.0,1,11.5,104,Calgary Flames,1261,15:22,2009
177,23,36,3.4,19.0,85.0,0.0,,0.0,7,157,80,11,4,3.5,100,Dion Phaneuf,-11,6.9,47,D,17.0,4,0.0,0,4.0,277,Calgary Flames,2122,26:32,2009
178,33,29,0.7,19.0,20.0,24.0,46.7,21.0,9,59,66,15,4,2.6,74,Todd Bertuzzi,-13,3.3,44,LW,10.0,6,0.0,0,11.8,127,Calgary Flames,1228,18:36,2009
179,27,19,1.7,18.0,30.0,9.0,50.0,9.0,20,79,58,21,0,3.7,70,Rene Bourque,18,5.3,40,LW,1.0,0,0.0,1,14.1,149,Calgary Flames,933,16:05,2009
180,26,27,1.6,23.0,29.0,28.0,48.1,26.0,11,123,74,13,3,2.4,42,Curtis Glencross,14,4.0,40,LW,4.0,1,0.0,1,8.6,152,Calgary Flames,1086,14:41,2009
181,27,19,0.9,15.0,24.0,23.0,50.0,23.0,12,95,81,20,4,3.0,22,Dave Moss,-5,3.9,39,RW,3.0,8,1.0,0,10.3,194,Calgary Flames,1101,13:36,2009
182,35,24,3.0,14.0,55.0,0.0,,0.0,7,61,81,10,3,2.4,46,Adrian Aucoin,-8,5.4,34,D,9.0,3,1.0,0,7.9,126,Calgary Flames,1806,22:18,2009
183,26,21,1.3,16.0,24.0,211.0,53.6,244.0,8,19,50,9,2,1.7,30,Matthew Lombardi,11,3.0,30,C,5.0,0,0.0,1,7.6,119,Calgary Flames,823,16:27,2009
184,22,11,0.5,8.0,29.0,253.0,45.9,215.0,9,43,71,11,3,0.8,10,Dustin Boyd,-11,1.3,22,C,2.0,1,1.0,1,14.9,74,Calgary Flames,914,12:52,2009
185,30,18,3.7,15.0,70.0,0.0,,0.0,2,132,76,2,0,0.7,112,Cory Sarich,12,4.4,20,D,1.0,0,2.0,0,3.5,57,Calgary Flames,1359,17:53,2009
186,25,17,2.0,13.0,38.0,0.0,,0.0,0,54,58,2,0,1.1,59,Mark Giordano,2,3.1,19,D,4.0,2,0.0,0,2.4,82,Calgary Flames,940,16:13,2009
187,28,8,0.5,5.0,7.0,58.0,51.7,62.0,8,14,27,8,0,1.4,17,Jamie Lundmark,2,1.9,16,C,3.0,0,0.0,0,16.0,50,Calgary Flames,378,13:59,2009
188,30,7,0.1,6.0,9.0,113.0,47.4,102.0,5,24,19,8,1,1.2,18,Olli Jokinen,-7,1.4,15,C,1.0,3,0.0,0,11.9,67,Calgary Flames,400,21:03,2009
189,25,5,0.4,3.0,35.0,18.0,37.9,11.0,4,76,76,5,3,-0.5,89,Eric Nystrom,-7,0.0,10,LW,0.0,0,2.0,1,6.0,83,Calgary Flames,704,9:16,2009
190,24,9,2.0,9.0,44.0,0.0,,0.0,1,76,60,1,0,0.1,69,Adam Pardy,3,2.1,10,D,0.0,0,0.0,0,2.6,38,Calgary Flames,900,15:00,2009
191,28,8,4.0,8.0,89.0,0.0,,0.0,0,122,75,0,0,-1.0,73,Robyn Regehr,10,2.9,8,D,0.0,0,0.0,0,0.0,79,Calgary Flames,1586,21:09,2009
192,28,6,1.5,6.0,28.0,0.0,,0.0,1,85,45,1,0,0.0,108,Jim Vandermeer,1,1.5,7,D,0.0,0,0.0,0,3.2,31,Calgary Flames,721,16:01,2009
193,28,3,0.4,3.0,20.0,0.0,,0.0,1,20,19,1,0,0.0,6,Jordan Leopold,-5,0.4,4,D,0.0,0,0.0,0,4.0,25,Calgary Flames,398,20:58,2009
194,32,4,0.1,4.0,13.0,102.0,53.0,115.0,0,15,24,0,0,-0.3,14,Wayne Primeau,-3,-0.2,4,C,0.0,0,0.0,0,0.0,22,Calgary Flames,249,10:23,2009
195,33,0,0.2,0.0,0.0,0.0,100.0,1.0,3,41,44,3,1,-0.1,83,Andre Roy,-1,0.1,3,LW,0.0,0,0.0,0,11.5,26,Calgary Flames,242,5:29,2009
196,32,3,0.0,,0.0,0.0,,0.0,0,0,76,0,0,0.0,2,Miikka Kiprusoff,0,11.5,3,G,,0,,0,,0,Calgary Flames,4418,58:08,2009
197,21,3,0.2,3.0,3.0,0.0,,0.0,0,5,5,0,0,0.2,9,Matt Pelech,1,0.4,3,D,0.0,0,0.0,0,0.0,4,Calgary Flames,66,13:16,2009
198,24,1,0.0,1.0,4.0,7.0,53.3,8.0,1,11,25,1,1,-0.1,79,Brandon Prust,-4,-0.1,2,RW,0.0,0,0.0,0,6.7,15,Calgary Flames,159,6:21,2009
199,25,2,0.0,2.0,2.0,1.0,0.0,0.0,0,6,6,0,0,0.1,0,David Van Der Gulik,-1,0.1,2,LW,0.0,0,0.0,0,0.0,11,Calgary Flames,51,8:29,2009
200,26,0,0.0,0.0,4.0,29.0,58.0,40.0,1,27,16,1,0,-0.1,12,Warren Peters,-2,-0.1,1,C,0.0,0,0.0,0,7.7,13,Calgary Flames,113,7:05,2009
201,21,0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,4,1,0,0.1,2,Brett Sutter,-2,0.1,1,LW,0.0,0,0.0,0,16.7,6,Calgary Flames,32,8:04,2009
202,19,1,-0.1,1.0,3.0,0.0,,0.0,0,0,3,0,0,0.1,2,John Negrin,-2,0.0,1,D,0.0,0,0.0,0,0.0,3,Calgary Flames,30,9:59,2009
203,19,0,0.0,0.0,0.0,5.0,28.6,2.0,0,0,1,0,0,0.0,0,Mikael Backlund,0,0.0,0,C,0.0,0,0.0,0,0.0,1,Calgary Flames,11,10:44,2009
204,22,0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,2,0,0,0.0,2,Kris Chucko,0,0.0,0,RW,0.0,0,0.0,0,,0,Calgary Flames,14,7:02,2009
205,25,0,0.0,0.0,1.0,0.0,,0.0,0,1,2,0,0,-0.1,0,Kyle Greentree,-1,-0.1,0,LW,0.0,0,0.0,0,0.0,3,Calgary Flames,19,9:18,2009
206,25,0,0.0,,0.0,0.0,,0.0,0,0,14,0,0,0.0,2,Curtis McElhinney,0,1.1,0,G,,0,,0,,0,Calgary Flames,518,37:00,2009
207,36,53,1.9,30.0,26.0,2.0,50.0,2.0,17,27,82,24,2,6.2,32,Ray Whitney,2,8.2,77,LW,23.0,7,0.0,0,11.0,219,Carolina Hurricanes,1510,18:25,2009
208,24,35,2.7,24.0,37.0,868.0,45.3,718.0,25,61,82,40,8,7.1,50,Eric Staal,15,9.8,75,C,10.0,14,1.0,1,10.8,372,Carolina Hurricanes,1726,21:03,2009
209,25,28,1.8,21.0,44.0,18.0,51.4,19.0,16,228,79,26,4,4.2,79,Tuomo Ruutu,0,6.0,54,LW,7.0,10,0.0,0,13.7,190,Carolina Hurricanes,1447,18:19,2009
210,38,35,0.9,16.0,35.0,580.0,61.0,908.0,9,76,80,16,1,2.7,36,Rod Brind'Amour,-23,3.6,51,C,18.0,6,1.0,1,11.9,135,Carolina Hurricanes,1518,18:58,2009
211,30,32,1.4,16.0,28.0,3.0,57.1,4.0,13,32,81,16,3,2.7,28,Sergei Samsonov,-8,4.1,48,LW,16.0,3,0.0,0,10.3,155,Carolina Hurricanes,1403,17:19,2009
212,32,21,1.9,15.0,44.0,427.0,51.7,457.0,16,41,69,22,2,3.5,20,Matt Cullen,11,5.3,43,C,3.0,4,3.0,2,15.8,139,Carolina Hurricanes,1159,16:48,2009
213,31,24,4.5,10.0,89.0,0.0,,0.0,5,41,81,14,6,3.1,18,Joe Corvo,-1,7.7,38,D,14.0,8,0.0,1,6.6,213,Carolina Hurricanes,1970,24:19,2009
214,24,19,4.1,13.0,115.0,0.0,,0.0,7,22,72,16,4,3.8,16,Anton Babchuk,13,7.9,35,D,6.0,9,0.0,0,12.6,127,Carolina Hurricanes,1301,18:04,2009
215,25,26,5.0,14.0,125.0,0.0,,0.0,5,62,71,7,3,2.1,58,Joni Pitkanen,11,7.1,33,D,12.0,2,0.0,0,4.8,147,Carolina Hurricanes,1761,24:48,2009
216,26,12,1.7,9.0,43.0,13.0,27.8,5.0,17,121,81,19,4,1.7,35,Chad Larose,6,3.4,31,LW,1.0,0,2.0,2,11.1,171,Carolina Hurricanes,1226,15:08,2009
217,27,25,2.9,16.0,160.0,0.0,,0.0,3,146,70,5,1,1.8,37,Dennis Seidenberg,-9,4.8,30,D,9.0,2,0.0,0,3.9,129,Carolina Hurricanes,1563,22:20,2009
218,35,10,0.5,9.0,10.0,2.0,50.0,2.0,4,79,41,5,0,0.5,39,Scott Walker,-4,1.0,15,RW,1.0,1,0.0,0,7.0,71,Carolina Hurricanes,547,13:20,2009
219,30,13,0.5,11.0,10.0,0.0,100.0,1.0,2,46,17,2,0,0.8,10,Erik Cole,3,1.3,15,LW,2.0,0,0.0,0,6.1,33,Carolina Hurricanes,333,19:36,2009
220,24,8,1.3,8.0,33.0,7.0,41.7,5.0,4,134,74,6,1,-0.3,31,Patrick Eaves,7,1.0,14,RW,0.0,1,0.0,1,5.2,115,Carolina Hurricanes,833,11:15,2009
221,28,7,1.0,7.0,46.0,10.0,44.4,8.0,5,82,70,5,0,-0.3,26,Ryan Bayda,2,0.6,12,LW,0.0,0,0.0,0,8.1,62,Carolina Hurricanes,732,10:27,2009
222,26,12,3.6,10.0,133.0,0.0,,0.0,0,171,70,0,0,-0.5,68,Tim Gleason,3,3.2,12,D,1.0,0,1.0,0,0.0,61,Carolina Hurricanes,1447,20:40,2009
223,25,10,0.4,7.0,11.0,68.0,58.3,95.0,1,14,25,1,1,0.2,12,Jussi Jokinen,-2,0.6,11,LW,3.0,0,0.0,0,2.7,37,Carolina Hurricanes,368,14:43,2009
224,27,7,0.2,4.0,6.0,14.0,30.0,6.0,1,30,32,3,0,0.0,9,Justin Williams,-9,0.2,10,RW,3.0,2,0.0,0,3.8,80,Carolina Hurricanes,484,15:08,2009
225,33,8,2.4,8.0,81.0,1.0,0.0,0.0,2,131,64,2,1,0.0,42,Niclas Wallin,-1,2.4,10,D,0.0,0,0.0,0,3.8,53,Carolina Hurricanes,1041,16:16,2009
226,35,7,0.7,5.0,34.0,0.0,,0.0,0,16,30,1,0,0.4,8,Frantisek Kaberle,-4,1.1,8,D,2.0,1,0.0,0,3.6,28,Carolina Hurricanes,422,14:03,2009
227,19,5,0.5,5.0,18.0,204.0,38.6,128.0,1,37,50,1,0,-0.5,16,Brandon Sutter,-1,0.0,6,C,0.0,0,0.0,0,1.8,57,Carolina Hurricanes,441,8:50,2009
228,30,4,0.2,4.0,20.0,0.0,,0.0,0,12,15,0,0,0.3,8,Josef Melichar,-1,0.5,4,D,0.0,0,0.0,0,0.0,3,Carolina Hurricanes,130,8:40,2009
229,31,0,0.0,0.0,3.0,6.0,40.0,4.0,2,9,11,2,1,0.3,10,Dan LaCouture,-1,0.3,2,LW,0.0,0,0.0,0,50.0,4,Carolina Hurricanes,47,4:16,2009
230,25,1,0.1,1.0,9.0,70.0,46.6,61.0,1,22,23,1,0,-0.1,0,Dwight Helminen,-2,0.0,2,C,0.0,0,0.0,0,6.7,15,Carolina Hurricanes,157,6:50,2009
231,24,2,0.0,0.0,6.0,0.0,,0.0,0,2,8,0,0,0.1,2,Bryan Rodney,-3,0.1,2,D,2.0,0,0.0,0,0.0,3,Carolina Hurricanes,101,12:38,2009
232,28,2,0.1,2.0,4.0,5.0,16.7,1.0,0,9,18,0,0,-0.2,2,Michael Ryan,-3,-0.2,2,LW,0.0,0,0.0,0,0.0,24,Carolina Hurricanes,148,8:12,2009
233,31,0,0.1,0.0,6.0,0.0,,0.0,1,15,27,1,0,0.0,40,Wade Brookbank,0,0.1,1,LW,0.0,0,0.0,0,12.5,8,Carolina Hurricanes,67,2:30,2009
234,25,0,0.1,0.0,6.0,7.0,41.7,5.0,1,16,13,1,0,-0.1,0,Patrick Dwyer,-2,-0.1,1,RW,0.0,0,0.0,0,11.1,9,Carolina Hurricanes,111,8:34,2009
235,26,1,0.1,1.0,2.0,0.0,,0.0,0,20,28,0,0,-0.3,37,Tim Conboy,-1,-0.2,1,RW,0.0,0,0.0,0,0.0,13,Carolina Hurricanes,150,5:21,2009
236,23,1,0.1,1.0,0.0,3.0,57.1,4.0,0,1,2,0,0,0.1,0,Jakub Petruzalek,1,0.1,1,C,0.0,0,0.0,0,,0,Carolina Hurricanes,16,8:05,2009
237,24,1,0.0,,0.0,0.0,,0.0,0,0,68,0,0,0.0,4,Cam Ward,0,12.9,1,G,,0,,0,,0,Carolina Hurricanes,3928,57:46,2009
238,23,0,0.1,0.0,5.0,0.0,,0.0,0,3,3,0,0,0.0,5,Casey Borer,0,0.0,0,D,0.0,0,0.0,0,,0,Carolina Hurricanes,33,11:05,2009
239,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0,4,2,0,0,-0.1,0,Zach Boychuk,0,0.0,0,C,0.0,0,0.0,0,,0,Carolina Hurricanes,24,12:03,2009
240,23,0,-0.1,0.0,5.0,0.0,,0.0,0,6,5,0,0,-0.1,4,Brett Carson,-3,-0.1,0,D,0.0,0,0.0,0,0.0,2,Carolina Hurricanes,79,15:44,2009
241,27,0,0.0,,0.0,0.0,,0.0,0,0,19,0,0,0.0,4,Michael Leighton,0,2.6,0,G,,0,,0,,0,Carolina Hurricanes,1029,54:09,2009
242,27,48,2.5,39.0,12.0,6.0,25.0,2.0,24,19,81,29,5,6.9,30,Martin Havlat,29,9.5,77,RW,9.0,5,0.0,0,11.6,249,Chicago Blackhawks,1410,17:25,2009
243,20,45,1.4,23.0,9.0,18.0,41.9,13.0,12,19,80,25,4,5.6,42,Patrick Kane,-2,6.9,70,RW,22.0,13,0.0,0,9.8,254,Chicago Blackhawks,1493,18:40,2009
244,20,35,2.0,25.0,26.0,583.0,54.7,704.0,22,43,82,34,7,6.3,51,Jonathan Toews,12,8.2,69,C,10.0,12,0.0,0,17.4,195,Chicago Blackhawks,1527,18:38,2009
245,22,31,1.9,18.0,23.0,142.0,46.6,124.0,12,43,78,22,3,4.0,55,Kris Versteeg,15,5.8,53,LW,10.0,6,3.0,4,15.8,139,Chicago Blackhawks,1329,17:02,2009
246,29,45,3.9,25.0,72.0,0.0,,0.0,3,34,82,7,1,3.9,22,Brian Campbell,5,7.8,52,D,20.0,4,0.0,0,6.5,108,Chicago Blackhawks,1851,22:34,2009
247,23,34,2.2,32.0,22.0,32.0,23.8,10.0,15,117,82,15,2,3.2,28,Andrew Ladd,26,5.4,49,LW,1.0,0,1.0,0,7.7,195,Chicago Blackhawks,1180,14:24,2009
248,22,28,2.0,25.0,40.0,655.0,44.3,521.0,15,67,81,19,4,3.0,52,Dave Bolland,19,5.1,47,C,1.0,2,2.0,2,17.1,111,Chicago Blackhawks,1333,16:27,2009
249,27,18,1.3,8.0,21.0,307.0,45.7,258.0,17,44,61,26,4,4.1,41,Patrick Sharp,6,5.4,44,C,9.0,9,1.0,0,14.1,184,Chicago Blackhawks,1095,17:57,2009
250,25,36,6.3,27.0,92.0,0.0,,0.0,5,40,77,8,1,3.1,60,Duncan Keith,33,9.4,44,D,9.0,2,0.0,1,4.6,173,Chicago Blackhawks,1969,25:34,2009
251,22,34,1.9,9.0,42.0,1.0,0.0,0.0,1,83,68,6,1,3.3,65,Cam Barker,-6,5.2,40,D,24.0,5,1.0,0,5.9,101,Chicago Blackhawks,1247,18:20,2009
252,23,16,1.4,12.0,23.0,9.0,18.2,2.0,12,169,77,15,4,1.5,81,Dustin Byfuglien,7,2.9,31,RW,4.0,3,0.0,0,7.4,202,Chicago Blackhawks,1145,14:52,2009
253,23,16,1.3,12.0,19.0,11.0,45.0,9.0,5,125,69,10,0,0.7,50,Troy Brouwer,7,2.0,26,RW,4.0,4,0.0,1,7.9,126,Chicago Blackhawks,1041,15:05,2009
254,23,18,5.4,13.0,113.0,0.0,,0.0,4,224,82,8,1,1.3,62,Brent Seabrook,23,6.7,26,D,5.0,3,0.0,1,6.1,132,Chicago Blackhawks,1912,23:19,2009
255,24,11,1.0,9.0,47.0,409.0,47.9,376.0,5,58,81,6,0,-0.2,55,Colin Fraser,3,0.8,17,C,1.0,0,1.0,1,9.0,67,Chicago Blackhawks,883,10:54,2009
256,25,4,0.7,4.0,11.0,0.0,,0.0,11,95,75,11,0,0.9,161,Ben Eager,1,1.5,15,LW,0.0,0,0.0,0,13.8,80,Chicago Blackhawks,639,8:31,2009
257,28,13,2.6,11.0,69.0,0.0,,0.0,1,67,65,1,0,0.3,79,Matt Walker,7,2.9,14,D,0.0,0,2.0,0,1.2,83,Chicago Blackhawks,1081,16:38,2009
258,24,11,1.6,6.0,31.0,0.0,,0.0,1,51,31,2,0,0.8,14,James Wisniewski,6,2.5,13,D,5.0,1,0.0,0,2.9,70,Chicago Blackhawks,597,19:15,2009
259,26,3,0.7,3.0,37.0,75.0,39.5,49.0,6,46,66,6,2,-0.2,93,Adam Burish,3,0.5,9,RW,0.0,0,0.0,0,7.2,83,Chicago Blackhawks,608,9:12,2009
260,25,5,2.5,5.0,34.0,0.0,,0.0,3,40,38,3,1,0.5,33,Aaron Johnson,19,3.0,8,D,0.0,0,0.0,0,11.1,27,Chicago Blackhawks,537,14:09,2009
261,31,4,0.2,4.0,16.0,10.0,37.5,6.0,1,53,36,2,0,-0.1,22,Craig Adams,-3,0.1,6,RW,0.0,1,0.0,0,5.3,38,Chicago Blackhawks,314,8:43,2009
262,31,1,0.2,1.0,6.0,80.0,53.8,93.0,2,30,13,2,1,-0.1,2,Samuel Pahlsson,-1,0.0,3,C,0.0,0,0.0,0,14.3,14,Chicago Blackhawks,226,17:25,2009
263,21,2,0.9,1.0,22.0,0.0,,0.0,1,15,21,1,0,0.0,0,Niklas Hjalmarsson,4,1.0,3,D,0.0,0,1.0,0,6.7,15,Chicago Blackhawks,315,14:59,2009
264,32,1,0.3,1.0,45.0,0.0,,0.0,1,14,23,1,1,-0.1,8,Brent Sopel,-4,0.2,2,D,0.0,0,0.0,0,6.7,15,Chicago Blackhawks,318,13:49,2009
265,36,2,0.0,,0.0,0.0,,0.0,0,1,42,0,0,0.0,8,Nikolai Khabibulin,0,8.6,2,G,,0,,0,,0,Chicago Blackhawks,2467,58:45,2009
266,21,0,0.0,0.0,0.0,0.0,,0.0,1,9,8,1,0,0.0,5,Jack Skille,-3,-0.1,1,RW,0.0,0,0.0,0,7.1,14,Chicago Blackhawks,76,9:26,2009
267,24,0,0.0,0.0,1.0,5.0,50.0,5.0,0,4,2,0,0,0.0,2,Tim Brent,0,0.0,0,C,0.0,0,0.0,0,,0,Chicago Blackhawks,17,8:21,2009
268,23,0,0.1,0.0,0.0,4.0,66.7,8.0,0,2,1,0,0,0.0,2,Jake Dowell,1,0.0,0,C,0.0,0,0.0,0,,0,Chicago Blackhawks,14,13:37,2009
269,24,0,0.1,0.0,10.0,0.0,,0.0,0,4,9,0,0,-0.1,4,Jordan Hendry,-1,0.0,0,D,0.0,0,0.0,0,0.0,1,Chicago Blackhawks,91,10:06,2009
270,33,0,0.0,,0.0,0.0,,0.0,0,0,41,0,0,0.0,2,Cristobal Huet,0,6.5,0,G,,0,,0,,0,Chicago Blackhawks,2351,57:20,2009
271,25,0,0.0,,,,,,0,0,3,0,0,0.0,0,Antti Niemi,0,0.1,0,G,,0,,0,,0,Chicago Blackhawks,141,47:06,2009
