,age,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,expected_plsmns,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,on_ice_shot_pct,on_ice_sv_pct,pdo,player,pos,shot_thru_percentage,takeaways,toi_pbp_per_60_all,toi_pbp_per_60_ev,total_shots_attempted_all,zs_defense_pct,zs_offense_pct,team
140,26.0,785,850,52.0,2.1,4.2,578,627,52.0,2.8,81,22,7.2,90.5,97.7,Alex Chiasson,RW,63.0,32,13:23,11:43,165,42.8,57.2,Calgary Flames
141,34.0,1139,993,46.6,-5.6,-11.7,850,728,46.1,-5.6,81,49,8.1,92.8,101.0,Deryk Engelland,D,49.1,19,18:20,14:59,218,55.3,44.7,Calgary Flames
142,24.0,765,749,49.5,-1.2,-1.4,587,539,47.9,-2.7,76,38,8.2,92.2,100.4,Micheal Ferland,LW,61.6,36,11:34,10:58,172,49.6,50.4,Calgary Flames
143,28.0,942,1193,55.9,7.6,7.8,701,882,55.7,8.1,82,38,8.6,91.0,99.7,Michael Frolik,RW,57.4,45,17:05,13:47,352,62.8,37.2,Calgary Flames
144,23.0,977,1048,51.8,1.7,9.9,733,773,51.3,1.5,72,86,8.6,90.2,98.7,Johnny Gaudreau,LW,59.3,44,18:29,15:10,307,36.7,63.3,Calgary Flames
145,33.0,1238,1432,53.6,5.0,8.2,898,1065,54.3,6.6,81,43,9.3,91.5,100.8,Mark Giordano,D,42.4,45,23:35,17:38,356,51.1,48.9,Calgary Flames
146,32.0,33,29,46.8,-2.2,-0.7,27,21,43.8,-6.6,3,1,0.0,75.0,75.0,Nicklas Grossmann,D,42.9,0,13:01,11:56,7,68.8,31.3,Calgary Flames
147,23.0,1154,1412,55.0,6.9,14.8,860,1045,54.9,7.4,81,52,8.0,91.6,99.6,Dougie Hamilton,D,52.5,17,19:41,16:26,423,52.3,47.7,Calgary Flames
148,25.0,207,187,47.5,-4.9,-1.2,160,124,43.7,-7.4,26,2,5.6,93.0,98.5,Freddie Hamilton,C,58.8,3,9:47,9:26,51,67.5,32.5,Calgary Flames
149,25.0,218,175,44.5,-5.8,-1.2,158,120,43.2,-6.9,26,3,10.4,92.4,102.8,Garnet Hathaway,RW,55.0,8,9:08,8:52,40,68.3,31.7,Calgary Flames
150,22.0,9,8,47.1,-6.3,0.0,7,6,46.2,-6.5,1,0,0.0,100.0,100.0,Mark Jankowski,C,,1,10:18,10:18,0,50.0,50.0,Calgary Flames
151,25.0,523,435,45.4,-8.1,-4.6,399,323,44.7,-8.4,38,25,7.4,92.6,100.0,Jyrki Jokipakka,D,51.8,6,14:26,13:52,56,52.0,48.0,Calgary Flames
152,23.0,257,263,50.6,1.7,-0.4,201,181,47.4,-1.9,21,10,6.1,92.6,98.7,Brett Kulak,D,35.8,4,14:15,13:51,53,54.3,45.7,Calgary Flames
153,21.0,42,28,40.0,-10.7,-0.5,30,18,37.5,-11.6,4,0,23.1,95.7,118.7,Curtis Lazar,RW,28.6,1,11:47,11:14,7,81.8,18.2,Calgary Flames
154,22.0,1082,1097,50.3,-0.2,0.8,832,801,49.1,-1.4,82,44,8.6,91.6,100.3,Sean Monahan,C,57.2,50,17:35,13:59,348,38.7,61.3,Calgary Flames
155,22.0,72,55,43.3,-12.7,-0.7,58,42,42.0,-12.9,7,1,3.2,88.6,91.8,Hunter Shinkaruk,LW,45.5,2,10:35,10:32,11,68.8,31.3,Calgary Flames
156,33.0,723,688,48.8,-2.3,-0.9,516,503,49.4,-1.0,81,22,8.3,92.1,100.4,Matt Stajan,C,54.6,30,12:41,10:45,108,65.2,34.8,Calgary Flames
157,26.0,312,261,45.5,-6.2,-0.5,229,189,45.2,-6.6,19,6,11.2,93.8,105.0,Michael Stone,D,41.4,2,18:51,17:17,58,57.3,42.7,Calgary Flames
158,19.0,808,1025,55.9,7.4,7.1,599,751,55.6,7.6,76,27,9.2,91.5,100.7,Matthew Tkachuk,LW,61.2,40,14:40,12:33,232,64.3,35.7,Calgary Flames
159,30.0,751,689,47.8,-3.2,-8.1,571,492,46.3,-4.8,69,31,8.1,93.1,101.3,Kris Versteeg,RW,53.5,38,14:44,12:08,254,43.2,56.8,Calgary Flames
160,25.0,26,32,55.2,-2.6,0.8,22,18,45.0,-10.6,4,2,0.0,87.5,87.5,Linden Vey,RW,20.0,0,11:01,9:09,5,31.6,68.4,Calgary Flames
161,33.0,834,841,50.2,-0.8,1.4,631,596,48.6,-2.2,57,49,7.9,90.7,98.6,Dennis Wideman,D,45.5,21,20:14,16:51,191,49.3,50.7,Calgary Flames
162,23.0,38,33,46.5,-17.2,1.0,28,28,50.0,-13.4,4,4,0.0,88.9,88.9,Tyler Wotherspoon,D,50.0,1,10:54,10:54,8,38.7,61.3,Calgary Flames
163,19.0,990,1126,53.2,2.7,5.1,774,842,52.1,2.4,82,57,7.6,91.2,98.8,Sebastian Aho,RW,59.1,40,16:47,14:15,362,45.3,54.7,Carolina Hurricanes
164,30.0,98,80,44.9,-6.5,-2.3,76,59,43.7,-6.1,11,2,8.1,90.7,98.8,Bryan Bickell,LW,40.0,3,10:26,9:05,20,57.8,42.2,Carolina Hurricanes
165,24.0,122,97,44.3,-5.2,-2.8,84,66,44.0,-4.8,14,3,2.3,87.0,89.4,Patrick Brown,C,54.5,2,9:43,9:36,22,55.9,44.1,Carolina Hurricanes
166,25.0,580,488,45.7,-6.0,-8.2,449,362,44.6,-6.5,43,15,5.7,91.7,97.4,Klas Dahlbeck,D,37.8,11,13:53,13:19,98,36.3,63.7,Carolina Hurricanes
167,23.0,365,427,53.9,2.8,0.1,281,324,53.6,4.0,36,13,3.9,89.4,93.4,Phillip Di Giuseppe,LW,60.2,12,12:18,11:47,113,37.6,62.4,Carolina Hurricanes
168,24.0,1328,1466,52.5,2.3,2.4,1024,1098,51.7,2.6,75,45,6.7,90.3,97.1,Justin Faulk,D,50.6,53,23:08,19:34,445,44.3,55.7,Carolina Hurricanes
169,23.0,13,11,45.8,-11.7,-0.2,12,6,33.3,-26.1,2,1,0.0,70.0,70.0,Martin Frk,RW,33.3,0,8:20,8:18,3,66.7,33.3,Carolina Hurricanes
170,35.0,1008,1023,50.4,-2.4,-3.3,774,755,49.4,-2.6,56,35,6.3,90.6,96.9,Ron Hainsey,D,41.3,22,22:20,18:58,150,46.8,53.2,Carolina Hurricanes
171,20.0,1188,1222,50.7,-0.7,-2.8,908,892,49.6,-1.1,81,53,7.4,90.3,97.6,Noah Hanifin,D,40.0,42,17:55,15:44,270,39.1,60.9,Carolina Hurricanes
172,22.0,977,1087,52.7,2.1,2.8,723,801,52.6,3.1,72,37,7.8,90.3,98.1,Elias Lindholm,C,55.5,57,18:11,14:40,272,50.1,49.9,Carolina Hurricanes
173,33.0,580,476,45.1,-8.0,-4.3,424,331,43.8,-8.6,65,15,6.1,91.8,97.8,Jay McClement,C,42.5,29,11:23,9:22,87,57.8,42.2,Carolina Hurricanes
174,22.0,610,595,49.4,-1.5,-4.5,441,411,48.2,-1.8,57,14,7.7,89.2,96.9,Brock McGinn,LW,52.1,29,11:60,11:04,142,50.7,49.3,Carolina Hurricanes
175,23.0,318,292,47.9,-5.3,-3.3,236,203,46.2,-6.0,27,8,3.5,90.0,93.5,Ryan Murphy,D,41.5,11,13:10,12:46,41,35.8,64.2,Carolina Hurricanes
176,29.0,45,32,41.6,-13.1,-0.9,34,22,39.3,-16.7,3,0,0.0,85.2,85.2,Jakub Nakladal,D,42.9,1,14:30,14:25,7,45.5,54.5,Carolina Hurricanes
177,25.0,166,179,51.9,-0.8,0.0,119,136,53.3,2.1,19,8,6.0,88.9,94.9,Andrej Nestrasil,C,69.2,11,10:54,10:23,39,48.1,51.9,Carolina Hurricanes
178,24.0,800,761,48.8,-3.1,-2.5,584,567,49.3,-1.4,82,21,4.3,92.5,96.8,Joakim Nordstrom,LW,56.2,27,12:43,10:57,185,51.4,48.6,Carolina Hurricanes
179,22.0,1262,1469,53.8,3.9,9.8,935,1059,53.1,4.1,82,34,9.4,91.9,101.3,Brett Pesce,D,40.4,55,21:12,18:19,267,51.8,48.2,Carolina Hurricanes
180,23.0,33,17,34.0,-16.4,-1.6,27,13,32.5,-18.5,2,0,0.0,83.3,83.3,Andrew Poturalski,C,100.0,1,12:16,12:05,1,57.1,42.9,Carolina Hurricanes
181,23.0,1160,1194,50.7,-0.7,-2.8,893,890,49.9,-0.7,82,46,8.1,90.6,98.7,Victor Rask,C,60.0,41,17:18,14:39,310,41.2,58.8,Carolina Hurricanes
182,23.0,67,60,47.2,-9.2,-0.9,51,46,47.4,-7.9,5,0,5.4,88.9,94.3,Ty Rattie,RW,64.3,4,13:28,13:27,14,18.9,81.1,Carolina Hurricanes
183,30.0,763,790,50.9,0.1,-2.0,572,550,49.0,-1.4,67,36,8.1,90.7,98.8,Derek Ryan,C,53.7,33,14:53,12:12,136,41.0,59.0,Carolina Hurricanes
184,24.0,1181,1248,51.4,0.3,4.9,899,908,50.2,-0.2,79,65,10.0,89.6,99.6,Jeff Skinner,LW,57.3,65,17:44,15:19,489,36.8,63.2,Carolina Hurricanes
185,22.0,1348,1509,52.8,2.5,10.7,999,1102,52.5,3.2,82,54,9.3,91.7,101.0,Jaccob Slavin,D,43.1,83,23:26,19:18,232,52.6,47.4,Carolina Hurricanes
186,28.0,916,1172,56.1,6.8,10.5,702,887,55.8,7.6,75,42,7.6,90.4,98.0,Jordan Staal,C,60.1,55,18:40,14:45,273,50.8,49.2,Carolina Hurricanes
187,31.0,504,504,50.0,-2.3,-1.2,383,359,48.4,-3.2,57,19,6.3,91.1,97.4,Viktor Stalberg,LW,53.4,33,11:42,10:03,133,45.5,54.5,Carolina Hurricanes
188,33.0,1047,1074,50.6,-0.8,0.8,807,738,47.8,-3.6,82,49,10.3,91.5,101.8,Lee Stempniak,RW,52.6,57,15:51,13:47,249,39.8,60.2,Carolina Hurricanes
189,26.0,570,502,46.8,-6.1,-5.6,432,363,45.7,-6.6,45,11,7.6,88.9,96.5,Matt Tennyson,D,43.9,11,13:17,12:51,82,35.7,64.3,Carolina Hurricanes
190,22.0,899,1095,54.9,5.0,5.8,700,822,54.0,5.0,81,67,7.5,90.7,98.1,Teuvo Teravainen,LW,56.7,51,16:14,13:53,298,41.6,58.4,Carolina Hurricanes
191,21.0,28,29,50.9,4.0,-0.2,24,25,51.0,5.6,2,0,5.6,94.1,99.7,Sergey Tolchinsky,LW,66.7,0,11:29,11:25,3,60.0,40.0,Carolina Hurricanes
192,21.0,79,75,48.7,-4.5,0.9,56,58,50.9,-1.9,8,1,7.3,94.1,101.4,Lucas Wallmark,C,57.9,3,10:52,10:43,19,44.1,55.9,Carolina Hurricanes
193,21.0,9,17,65.4,14.0,0.3,8,14,63.6,12.9,2,1,7.7,100.0,107.7,Valentin Zykov,LW,75.0,0,6:15,5:09,4,55.6,44.4,Carolina Hurricanes
194,28.0,7,11,61.1,-6.7,0.1,6,6,50.0,-17.2,1,0,0.0,100.0,100.0,Spencer Abbott,LW,50.0,1,8:34,8:34,2,0.0,100.0,Chicago Blackhawks
195,28.0,865,856,49.7,-0.5,-2.7,662,615,48.2,-1.6,64,16,11.9,92.0,103.9,Artem Anisimov,C,55.0,35,17:51,14:38,191,34.9,65.1,Chicago Blackhawks
196,37.0,1239,1187,48.9,-2.1,0.7,935,862,48.0,-3.1,80,59,9.3,93.6,102.9,Brian Campbell,D,43.9,11,18:26,16:38,171,46.4,53.6,Chicago Blackhawks
197,30.0,381,381,50.0,-1.0,0.8,267,269,50.2,-0.5,46,10,4.9,91.5,96.4,Andrew Desjardins,LW,54.8,9,9:24,8:45,84,59.9,40.1,Chicago Blackhawks
198,20.0,474,446,48.5,-2.9,-4.5,363,315,46.5,-4.0,38,27,7.0,94.9,101.8,Gustav Forsling,D,39.7,5,14:49,13:44,121,41.9,58.1,Chicago Blackhawks
199,22.0,815,912,52.8,2.6,7.1,595,675,53.1,3.6,76,31,8.3,93.4,101.7,Ryan Hartman,LW,65.1,36,12:46,12:09,261,48.5,51.5,Chicago Blackhawks
200,21.0,105,117,52.7,1.4,2.6,74,79,51.6,-2.5,12,2,9.5,95.0,104.5,John Hayden,LW,66.7,5,11:41,11:25,33,38.1,61.9,Chicago Blackhawks
201,22.0,564,502,47.1,-3.6,-5.6,429,365,46.0,-3.6,49,15,6.6,94.0,100.6,Vinnie Hinostroza,LW,57.6,27,11:59,11:37,132,49.3,50.7,Chicago Blackhawks
202,29.0,1193,1171,49.5,-1.4,-2.6,866,846,49.4,-1.0,73,70,10.0,92.4,102.4,Niklas Hjalmarsson,D,45.2,23,21:30,18:34,135,56.2,43.8,Chicago Blackhawks
203,38.0,912,885,49.2,-1.4,0.4,663,642,49.2,-0.9,73,29,9.2,92.7,101.9,Marian Hossa,RW,55.1,47,16:52,13:33,303,47.0,53.0,Chicago Blackhawks
204,24.0,117,149,56.0,4.7,3.6,76,108,58.7,5.6,13,3,2.3,90.2,92.5,Tomas Jurco,LW,67.6,2,11:22,11:07,34,39.0,61.0,Chicago Blackhawks
205,28.0,1339,1465,52.2,2.8,-6.5,1023,1057,50.8,1.1,82,42,11.3,91.4,102.7,Patrick Kane,RW,59.5,49,21:24,17:53,491,35.6,64.4,Chicago Blackhawks
206,33.0,1479,1521,50.7,0.3,-0.9,1084,1096,50.3,0.3,80,73,10.1,92.8,102.9,Duncan Keith,D,49.5,32,25:37,19:60,370,47.2,52.8,Chicago Blackhawks
207,26.0,595,767,56.3,6.9,2.9,428,555,56.5,8.2,50,26,7.5,91.3,98.8,Michal Kempny,D,38.7,6,14:58,14:11,173,46.5,53.5,Chicago Blackhawks
208,24.0,565,501,47.0,-4.6,0.8,384,376,49.5,-2.4,47,11,11.0,94.2,105.2,Tanner Kero,RW,60.0,14,13:29,11:57,100,59.7,40.3,Chicago Blackhawks
209,26.0,718,728,50.3,-0.2,7.1,478,542,53.1,3.7,70,10,8.1,92.7,100.8,Marcus Kruger,C,66.1,24,14:01,11:42,124,71.0,29.0,Chicago Blackhawks
210,21.0,344,258,42.9,-8.6,-2.6,252,180,41.7,-7.2,33,4,8.0,95.6,103.6,Tyler Motte,LW,62.2,13,11:23,10:07,74,65.7,34.3,Chicago Blackhawks
211,35.0,262,215,45.1,-5.0,-1.0,165,158,48.9,-2.3,15,17,5.0,93.5,98.5,Johnny Oduya,D,37.1,7,18:31,16:34,35,52.8,47.2,Chicago Blackhawks
212,25.0,1122,1377,55.1,6.8,-1.1,855,983,53.5,5.0,82,55,11.4,91.7,103.1,Artemi Panarin,LW,53.3,57,19:28,16:15,396,18.7,81.3,Chicago Blackhawks
213,25.0,1009,991,49.6,-1.2,0.8,722,706,49.4,-0.9,82,23,10.4,92.8,103.2,Richard Panik,RW,57.6,30,14:45,13:04,271,50.0,50.0,Chicago Blackhawks
214,26.0,644,604,48.4,-2.8,1.3,424,431,50.4,0.2,68,19,5.5,93.1,98.6,Dennis Rasmussen,C,67.5,25,11:50,10:01,114,67.3,32.7,Chicago Blackhawks
215,38.0,283,293,50.9,1.4,-2.1,214,219,50.6,1.9,22,10,5.0,93.3,98.3,Michal Rozsival,D,61.5,5,15:30,14:09,26,42.0,58.0,Chicago Blackhawks
216,20.0,683,668,49.4,-1.3,-4.0,512,492,49.0,-1.8,61,22,8.9,94.4,103.3,Nick Schmaltz,LW,52.0,46,13:16,12:09,127,42.5,57.5,Chicago Blackhawks
217,31.0,1366,1383,50.3,-0.1,-6.5,998,975,49.4,-1.0,79,88,9.3,92.5,101.8,Brent Seabrook,D,44.0,24,21:53,17:18,298,44.8,55.2,Chicago Blackhawks
218,28.0,1084,1191,52.4,2.4,-7.3,823,844,50.6,0.1,72,37,9.7,92.5,102.1,Jonathan Toews,C,63.9,37,20:09,16:09,310,44.6,55.4,Chicago Blackhawks
219,33.0,319,307,49.0,0.1,0.5,222,213,49.0,0.4,50,9,3.2,93.2,96.4,Jordin Tootoo,RW,53.1,9,6:45,6:41,81,52.4,47.6,Chicago Blackhawks
220,25.0,889,914,50.7,0.4,6.3,633,667,51.3,1.0,58,35,10.6,92.6,103.2,Trevor van Riemsdyk,D,45.3,22,18:25,16:60,161,49.2,50.8,Chicago Blackhawks
221,23.0,270,274,50.4,-1.5,2.8,203,205,50.2,1.0,19,6,9.4,89.7,99.1,Sven Andrighetto,RW,58.7,13,17:30,14:54,63,41.8,58.2,Colorado Avalanche
222,26.0,569,591,50.9,-0.8,-1.4,443,430,49.3,-0.6,34,18,7.0,91.8,98.8,Mark Barberio,D,38.0,11,20:40,17:44,137,46.8,53.2,Colorado Avalanche
223,25.0,1328,1330,50.0,2.1,-9.3,1050,1003,48.9,1.7,74,51,6.6,89.7,96.2,Tyson Barrie,D,44.6,22,23:18,19:28,404,41.8,58.2,Colorado Avalanche
224,36.0,1383,1273,47.9,-1.7,-12.0,1019,948,48.2,0.0,81,47,7.0,91.3,98.3,Francois Beauchemin,D,47.3,28,21:31,17:14,279,53.5,46.5,Colorado Avalanche
225,26.0,53,34,39.1,-5.6,-1.1,34,24,41.4,-1.3,6,0,5.3,95.0,100.3,Gabriel Bourque,LW,44.4,1,11:12,8:60,9,60.0,40.0,Colorado Avalanche
226,35.0,765,708,48.1,-0.7,-9.4,580,524,47.5,-0.5,65,12,7.1,89.2,96.3,Rene Bourque,RW,57.7,24,13:57,12:06,194,50.3,49.7,Colorado Avalanche
227,27.0,519,470,47.5,-2.2,-9.0,393,339,46.3,-2.9,62,18,4.9,89.7,94.6,Joe Colborne,C,63.2,10,10:42,9:20,76,47.9,52.1,Colorado Avalanche
228,30.0,839,866,50.8,2.7,-12.8,647,617,48.8,1.2,77,18,6.9,89.2,96.1,Blake Comeau,LW,52.3,35,14:58,12:22,197,54.4,45.6,Colorado Avalanche
229,21.0,228,206,47.5,-5.0,1.0,166,142,46.1,-3.9,21,8,6.9,93.5,100.4,J.T. Compher,LW,50.8,6,14:56,11:60,59,61.4,38.6,Colorado Avalanche
230,26.0,1041,1085,51.0,3.0,-1.2,797,824,50.8,3.9,77,46,7.0,87.7,94.7,Matt Duchene,C,58.2,60,18:17,14:41,275,52.9,47.1,Colorado Avalanche
231,25.0,281,262,48.3,0.2,-6.1,224,194,46.4,-2.3,27,6,6.9,91.7,98.6,Eric Gelinas,D,46.8,3,11:35,11:23,62,48.7,51.3,Colorado Avalanche
232,27.0,470,459,49.4,1.0,-5.7,344,333,49.2,2.3,33,7,5.8,89.1,95.0,Cody Goloubef,D,56.5,5,16:59,15:02,62,58.5,41.5,Colorado Avalanche
233,20.0,56,61,52.1,8.7,0.0,37,48,56.5,15.2,5,2,2.9,90.3,93.3,A.J. Greer,LW,70.0,1,13:39,12:50,10,49.1,50.9,Colorado Avalanche
234,22.0,795,710,47.2,-2.4,-9.8,601,524,46.6,-2.3,75,26,7.2,90.6,97.8,Mikhail Grigorenko,C,57.8,35,14:05,11:08,147,51.3,48.7,Colorado Avalanche
235,23.0,53,42,44.2,-8.1,0.0,39,31,44.3,-6.2,4,0,4.2,85.7,89.9,Rocco Grimaldi,C,61.1,3,11:00,11:00,18,58.6,41.4,Colorado Avalanche
236,23.0,6,4,40.0,-1.3,-0.2,6,4,40.0,7.3,1,0,25.0,100.0,125.0,Samuel Henley,C,100.0,0,5:18,5:06,1,100.0,0.0,Colorado Avalanche
237,39.0,689,693,50.1,2.7,-6.7,539,507,48.5,0.9,61,16,5.2,90.4,95.6,Jarome Iginla,RW,60.6,20,14:45,12:22,198,50.6,49.4,Colorado Avalanche
238,28.0,742,777,51.2,2.1,-1.2,554,569,50.7,2.2,46,23,7.7,90.7,98.4,Erik Johnson,D,47.1,18,22:04,17:02,204,53.5,46.5,Colorado Avalanche
239,18.0,84,75,47.2,-9.3,-1.5,68,54,44.3,-11.1,6,1,5.3,84.8,90.0,Tyson Jost,C,60.0,3,15:41,12:06,15,59.1,40.9,Colorado Avalanche
240,24.0,914,1022,52.8,4.8,1.2,713,752,51.3,3.9,72,36,6.7,88.4,95.1,Gabriel Landeskog,LW,63.4,65,18:47,14:28,265,49.4,50.6,Colorado Avalanche
241,22.0,138,135,49.5,-2.2,-0.7,104,99,48.8,0.7,12,4,7.0,85.0,92.0,Anton Lindholm,D,31.8,2,14:46,13:12,22,46.3,53.7,Colorado Avalanche
242,21.0,1207,1302,51.9,4.4,0.5,934,996,51.6,5.2,82,45,8.2,89.1,97.3,Nathan MacKinnon,C,57.8,47,19:57,15:17,436,45.7,54.3,Colorado Avalanche
243,26.0,478,357,42.8,-6.8,-8.5,355,269,43.1,-6.1,55,9,5.6,91.8,97.4,Andreas Martinsen,LW,53.2,23,9:38,8:27,111,50.5,49.5,Colorado Avalanche
244,32.0,138,89,39.2,-8.0,-3.6,102,70,40.7,-6.3,28,0,2.2,96.1,98.3,Cody McLeod,LW,57.1,2,5:53,5:47,21,46.4,53.6,Colorado Avalanche
245,32.0,662,646,49.4,1.0,-11.9,502,448,47.2,-1.2,65,17,4.3,93.2,97.5,John Mitchell,C,44.9,29,12:33,11:37,127,50.9,49.1,Colorado Avalanche
246,24.0,485,531,52.3,1.7,1.2,370,390,51.3,2.5,43,14,4.3,92.2,96.5,Matthew Nieto,LW,65.9,20,15:56,13:19,91,52.2,47.8,Colorado Avalanche
247,20.0,1148,1126,49.5,0.7,-7.2,889,852,48.9,1.1,75,32,8.0,88.9,96.8,Mikko Rantanen,RW,55.0,49,18:02,15:05,242,47.4,52.6,Colorado Avalanche
248,23.0,32,28,46.7,-6.7,-0.5,26,19,42.2,-8.9,3,2,0.0,88.2,88.2,Duncan Siemens,D,50.0,0,12:19,11:14,4,62.5,37.5,Colorado Avalanche
249,28.0,35,12,25.5,-21.9,-0.4,27,9,25.0,-23.0,4,1,14.3,83.3,97.6,Ben Smith,RW,50.0,0,10:46,8:53,2,57.1,42.9,Colorado Avalanche
250,31.0,892,774,46.5,-3.2,-13.1,663,569,46.2,-2.4,80,19,5.9,90.2,96.1,Carl Soderberg,C,60.0,30,13:27,11:39,210,53.0,47.0,Colorado Avalanche
251,33.0,997,876,46.8,-2.8,-9.3,754,629,45.5,-3.1,69,19,7.3,89.5,96.8,Fedor Tyutin,D,46.0,15,18:56,16:13,100,58.6,41.4,Colorado Avalanche
252,26.0,786,690,46.7,-2.2,-12.8,611,507,45.3,-4.0,57,15,5.3,91.6,96.9,Patrick Wiercioch,D,46.0,6,16:41,14:14,137,48.3,51.7,Colorado Avalanche
253,21.0,854,770,47.4,-0.6,-12.8,642,574,47.2,-0.7,56,25,5.7,91.0,96.7,Nikita Zadorov,D,38.9,12,19:02,16:03,157,55.7,44.3,Colorado Avalanche
254,22.0,882,779,46.9,-4.1,-0.1,657,590,47.3,-3.9,78,16,9.5,93.8,103.2,Josh Anderson,RW,61.7,25,12:01,11:44,193,54.2,45.8,Columbus Blue Jackets
255,27.0,1210,1153,48.8,-2.0,-2.3,899,828,47.9,-3.4,82,21,8.9,93.3,102.2,Cam Atkinson,RW,60.2,36,18:05,13:59,399,54.7,45.3,Columbus Blue Jackets
256,21.0,247,303,55.1,5.6,6.1,182,224,55.2,5.3,26,8,9.3,91.2,100.5,Oliver Bjorkstrand,RW,61.1,8,14:05,12:23,90,41.2,58.8,Columbus Blue Jackets
257,27.0,733,608,45.3,-5.6,-5.7,558,457,45.0,-6.1,65,15,7.6,91.3,98.8,Matt Calvert,LW,59.7,23,13:21,11:30,154,56.0,44.0,Columbus Blue Jackets
258,20.0,28,33,54.1,11.7,0.3,18,28,60.9,22.2,2,0,10.0,69.2,79.2,Gabriel Carlsson,D,50.0,0,17:08,16:46,6,45.0,55.0,Columbus Blue Jackets
259,30.0,1223,1182,49.1,-1.7,-2.8,883,852,49.1,-2.0,80,32,9.1,93.0,102.1,Brandon Dubinsky,C,56.2,38,17:54,14:45,203,58.2,41.8,Columbus Blue Jackets
260,29.0,1066,1124,51.3,1.6,2.7,805,851,51.4,1.6,79,35,7.8,91.1,98.9,Nick Foligno,LW,66.1,44,18:26,15:08,280,42.6,57.4,Columbus Blue Jackets
261,27.0,780,946,54.8,5.8,14.8,567,712,55.7,6.8,81,27,8.2,91.9,100.1,Sam Gagner,C,58.5,17,13:43,11:15,306,47.7,52.3,Columbus Blue Jackets
262,23.0,62,72,53.7,1.7,1.7,46,61,57.0,3.7,10,0,9.8,88.2,98.0,Markus Hannikainen,LW,57.1,0,9:08,8:26,14,60.5,39.5,Columbus Blue Jackets
263,23.0,264,231,46.7,-5.4,-1.2,196,173,46.9,-5.2,22,5,9.9,92.2,102.1,Scott Harrington,D,45.7,4,13:00,12:41,35,52.2,47.8,Columbus Blue Jackets
264,34.0,716,803,52.9,3.2,6.6,531,587,52.5,2.7,78,30,9.7,92.3,102.1,Scott Hartnell,LW,60.5,17,12:04,10:38,172,50.5,49.5,Columbus Blue Jackets
265,23.0,1204,1123,48.3,-2.8,-2.9,858,821,48.9,-2.0,82,20,8.4,93.7,102.1,Boone Jenner,C,56.7,42,16:04,14:04,372,58.2,41.8,Columbus Blue Jackets
266,30.0,1544,1464,48.7,-2.5,7.0,1152,1118,49.3,-1.7,82,27,8.4,93.7,102.0,Jack Johnson,D,51.8,20,21:49,19:09,224,60.3,39.7,Columbus Blue Jackets
267,22.0,1308,1438,52.4,3.0,6.9,961,1048,52.2,2.5,75,44,8.0,91.0,99.0,Seth Jones,D,51.2,32,23:24,19:36,297,46.1,53.9,Columbus Blue Jackets
268,24.0,878,789,47.3,-3.7,0.6,682,603,46.9,-4.3,81,20,8.1,93.6,101.7,William Karlsson,C,56.8,33,13:23,11:32,169,54.8,45.2,Columbus Blue Jackets
269,30.0,73,59,44.7,-7.0,-0.4,58,42,42.0,-10.3,9,2,3.4,97.7,101.2,Lauri Korpikoski,LW,50.0,1,8:15,8:09,8,54.8,45.2,Columbus Blue Jackets
270,20.0,38,35,47.9,-1.9,0.8,30,27,47.4,-2.4,4,3,5.9,78.9,84.8,Sonny Milano,LW,33.3,1,11:41,10:05,6,36.0,64.0,Columbus Blue Jackets
271,23.0,957,805,45.7,-6.9,-3.9,715,596,45.5,-7.6,60,18,9.0,92.1,101.1,Ryan Murray,D,47.3,8,18:20,16:00,110,52.5,47.5,Columbus Blue Jackets
272,22.0,796,747,48.4,-2.8,-3.6,605,560,48.1,-3.4,66,20,7.7,94.2,101.9,Markus Nutivaara,D,49.3,9,13:13,13:01,134,39.0,61.0,Columbus Blue Jackets
273,26.0,158,140,47.0,-1.3,-3.0,117,94,44.5,-2.0,15,7,20.0,90.5,110.5,Dalton Prout,D,33.3,2,13:04,11:35,18,44.3,55.7,Columbus Blue Jackets
274,31.0,293,237,44.7,-7.3,-1.0,220,174,44.2,-8.2,20,12,5.2,95.1,100.3,Kyle Quincey,D,45.0,6,15:55,14:08,40,49.1,50.9,Columbus Blue Jackets
275,24.0,1019,1234,54.8,6.4,12.6,765,939,55.1,6.7,82,29,8.9,92.7,101.6,Brandon Saad,LW,56.6,43,17:02,14:57,369,42.2,57.8,Columbus Blue Jackets
276,26.0,1359,1393,50.6,0.7,6.8,1003,1067,51.5,1.7,74,44,9.2,94.2,103.4,David Savard,D,51.1,22,21:50,19:08,264,58.1,41.9,Columbus Blue Jackets
277,23.0,472,514,52.1,3.1,3.2,335,382,53.3,4.2,62,10,9.3,92.7,101.9,Lukas Sedlak,LW,48.7,15,9:43,9:06,115,53.5,46.5,Columbus Blue Jackets
278,24.0,21,22,51.2,0.5,-0.1,20,14,41.2,-8.0,3,0,0.0,92.9,92.9,T.J. Tynan,RW,42.9,0,7:29,7:29,7,62.5,37.5,Columbus Blue Jackets
279,22.0,1065,1136,51.6,1.6,3.6,801,855,51.6,1.6,80,31,8.5,92.4,101.0,Alexander Wennberg,C,58.6,44,18:23,15:06,186,40.7,59.3,Columbus Blue Jackets
